Timestamp;CPU Core #1 Temp (°C);CPU Core #2 Temp (°C);CPU Core #3 Temp (°C);CPU Core #4 Temp (°C);CPU Package Temp (°C);CPU Package Power (W);CPU Cores Power (W);CPU Graphics Power (W);CPU Total Load (%);RAM Load (%);GPU Core Temp (°C);GPU Core Load (%);GPU Memory Load (%)
2025-06-09 20:23:16;45,0 °C;43,0 °C;45,0 °C;45,0 °C;50,0 °C;15,0 W;11,1 W;0,0 W;9,8 %;73,1 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:18;45,0 °C;44,0 °C;45,0 °C;44,0 °C;50,0 °C;15,8 W;11,5 W;0,0 W;13,9 %;73,2 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:20;43,0 °C;44,0 °C;42,0 °C;43,0 °C;49,0 °C;15,0 W;10,7 W;0,0 W;9,4 %;73,4 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:22;44,0 °C;57,0 °C;51,0 °C;44,0 °C;51,0 °C;14,5 W;10,5 W;0,0 W;11,8 %;73,4 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:24;45,0 °C;44,0 °C;48,0 °C;45,0 °C;51,0 °C;8,5 W;4,7 W;0,1 W;6,0 %;73,4 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:26;43,0 °C;45,0 °C;43,0 °C;43,0 °C;50,0 °C;15,4 W;11,6 W;0,0 W;10,3 %;73,4 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:28;43,0 °C;43,0 °C;43,0 °C;43,0 °C;51,0 °C;13,9 W;9,9 W;0,0 W;9,9 %;73,4 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:30;44,0 °C;47,0 °C;43,0 °C;44,0 °C;50,0 °C;14,9 W;11,0 W;0,0 W;9,5 %;74,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:32;44,0 °C;49,0 °C;50,0 °C;46,0 °C;50,0 °C;15,4 W;11,2 W;0,0 W;8,5 %;74,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:34;43,0 °C;46,0 °C;43,0 °C;44,0 °C;50,0 °C;14,3 W;10,4 W;0,0 W;10,5 %;74,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:36;45,0 °C;44,0 °C;43,0 °C;46,0 °C;50,0 °C;14,7 W;10,7 W;0,0 W;8,6 %;74,3 %;49,0 °C;0,0 %;2,4 %
2025-06-09 20:23:38;48,0 °C;49,0 °C;45,0 °C;49,0 °C;61,0 °C;17,9 W;13,8 W;0,0 W;11,4 %;74,0 %;50,0 °C;0,0 %;2,4 %
2025-06-09 20:23:40;44,0 °C;45,0 °C;44,0 °C;46,0 °C;50,0 °C;15,8 W;11,8 W;0,0 W;9,7 %;74,0 %;49,0 °C;0,0 %;2,4 %
2025-06-09 20:23:42;43,0 °C;43,0 °C;43,0 °C;43,0 °C;50,0 °C;8,3 W;4,4 W;0,1 W;5,8 %;74,0 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:44;45,0 °C;44,0 °C;43,0 °C;44,0 °C;51,0 °C;15,2 W;11,1 W;0,0 W;11,6 %;74,2 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:46;53,0 °C;46,0 °C;46,0 °C;47,0 °C;52,0 °C;14,2 W;10,2 W;0,0 W;13,4 %;74,2 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:48;43,0 °C;46,0 °C;54,0 °C;46,0 °C;54,0 °C;14,0 W;9,9 W;0,0 W;11,0 %;74,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:50;43,0 °C;46,0 °C;44,0 °C;45,0 °C;51,0 °C;15,9 W;11,7 W;0,0 W;10,9 %;74,2 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:52;48,0 °C;45,0 °C;44,0 °C;46,0 °C;51,0 °C;14,6 W;10,5 W;0,0 W;20,4 %;73,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:54;44,0 °C;45,0 °C;43,0 °C;47,0 °C;50,0 °C;16,5 W;12,4 W;0,0 W;11,8 %;73,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:56;43,0 °C;45,0 °C;44,0 °C;46,0 °C;50,0 °C;14,4 W;10,4 W;0,0 W;8,7 %;73,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:23:58;46,0 °C;56,0 °C;45,0 °C;48,0 °C;56,0 °C;15,4 W;11,4 W;0,0 W;10,5 %;73,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:00;45,0 °C;46,0 °C;44,0 °C;45,0 °C;50,0 °C;16,7 W;12,3 W;0,0 W;12,4 %;73,7 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:02;49,0 °C;49,0 °C;44,0 °C;44,0 °C;53,0 °C;14,7 W;10,7 W;0,0 W;9,0 %;73,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:04;53,0 °C;47,0 °C;47,0 °C;46,0 °C;54,0 °C;15,6 W;11,5 W;0,0 W;8,9 %;73,8 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:06;46,0 °C;46,0 °C;48,0 °C;47,0 °C;51,0 °C;18,0 W;14,0 W;0,0 W;13,1 %;74,1 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:08;45,0 °C;45,0 °C;45,0 °C;46,0 °C;51,0 °C;17,7 W;13,3 W;0,0 W;14,1 %;74,3 %;0,0 °C;0,0 %;2,4 %
2025-06-09 20:24:10;56,0 °C;47,0 °C;47,0 °C;45,0 °C;56,0 °C;16,8 W;12,6 W;0,0 W;14,9 %;74,3 %;0,0 °C;0,0 %;2,4 %
