Timestamp,CPU Temperature (°C),Power (W),CPU Usage (%),Memory Usage (%),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
00:00:00.000,49.6,2.1,12,11,0.0,Idle,Ransomware,Rex,Raspberry Pi 4B 4GB,Prometheus,1
00:05:00.000,72.5,4.6,94,70,300.0,Attack,Ransomware,Rex,Raspberry Pi 4B 4GB,Prometheus,1
00:10:00.000,53.9,2.4,21,15,600.0,Recovery,Ransomware,Rex,Raspberry Pi 4B 4GB,Prometheus,1
