Relative Time (s),CPU Temperature (°C),Mode,Attack Type,Attack,Host,Measurement,Run
574.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
575.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
576.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
577.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
578.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
579.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
580.0,39.92,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
581.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
582.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
583.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
584.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
585.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
586.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
587.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
588.0,40.407,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
589.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
590.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
591.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
592.0,40.894,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
593.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
594.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
595.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
596.0,39.92,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
597.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
598.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
599.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
600.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
601.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
602.0,40.894,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
603.0,40.894,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
604.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
605.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
606.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
607.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
608.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
609.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
610.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
611.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
612.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
613.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
614.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
615.0,40.407,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
616.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
617.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
618.0,42.842,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
619.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
620.0,42.355,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
621.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
622.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
623.0,39.92,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
624.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
625.0,41.868,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
626.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
627.0,41.381,Recovery,Denial of Service,HULK (HTTP),Raspberry Pi 4B 4GB,System,1
