Timestamp,CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Temperature (°C),CPU Power (W),CPU Power Cores (W),CPU Graphics Power (W),GPU Temperature (°C)
03:52:36.000,71.0,74.0,74.0,72.0,75.0,21.4,17.5,0.5,0.0
03:52:38.000,69.0,71.0,69.0,73.0,73.0,15.0,11.1,0.6,0.0
03:52:40.000,70.0,71.0,69.0,71.0,71.0,16.1,12.0,0.8,0.0
03:52:42.000,67.0,69.0,66.0,67.0,69.0,7.9,5.0,0.0,0.0
03:52:44.000,66.0,70.0,67.0,67.0,70.0,8.0,5.1,0.0,0.0
03:52:46.000,67.0,68.0,66.0,66.0,70.0,8.0,5.1,0.0,0.0
03:52:48.000,74.0,74.0,74.0,74.0,74.0,9.5,6.5,0.0,0.0
03:52:50.000,66.0,68.0,66.0,68.0,68.0,8.5,5.5,0.0,0.0
03:52:52.000,68.0,68.0,68.0,66.0,68.0,8.2,5.3,0.0,0.0
03:52:54.000,69.0,69.0,70.0,69.0,70.0,8.8,5.9,0.0,0.0
03:52:56.000,67.0,67.0,67.0,67.0,68.0,7.8,4.9,0.0,0.0
03:52:58.000,65.0,68.0,66.0,64.0,68.0,8.2,5.3,0.0,0.0
03:53:00.000,65.0,65.0,65.0,65.0,65.0,9.3,6.4,0.0,0.0
03:53:02.000,64.0,64.0,64.0,64.0,64.0,9.3,6.4,0.0,0.0
03:53:04.000,61.0,61.0,61.0,61.0,61.0,8.1,5.2,0.0,0.0
03:53:06.000,65.0,65.0,65.0,64.0,65.0,8.3,5.4,0.0,0.0
03:53:08.000,64.0,65.0,63.0,64.0,65.0,8.0,5.1,0.0,0.0
03:53:10.000,67.0,67.0,67.0,67.0,67.0,7.9,5.0,0.0,0.0
03:53:12.000,63.0,65.0,64.0,64.0,65.0,6.9,4.0,0.0,0.0
03:53:14.000,62.0,62.0,62.0,62.0,62.0,8.3,5.4,0.0,0.0
03:53:16.000,63.0,63.0,63.0,63.0,63.0,7.6,4.7,0.0,0.0
03:53:18.000,64.0,64.0,62.0,64.0,65.0,7.1,4.3,0.0,0.0
03:53:20.000,58.0,58.0,58.0,58.0,59.0,7.5,4.6,0.0,0.0
03:53:22.000,66.0,66.0,66.0,65.0,66.0,7.0,4.1,0.0,0.0
03:53:24.000,64.0,64.0,62.0,64.0,64.0,7.6,4.7,0.0,0.0
03:53:26.000,63.0,63.0,67.0,63.0,67.0,8.5,5.6,0.0,0.0
03:53:28.000,64.0,64.0,63.0,62.0,64.0,8.1,5.2,0.0,0.0
03:53:30.000,65.0,65.0,65.0,65.0,65.0,7.7,4.9,0.0,0.0
03:53:32.000,64.0,63.0,62.0,63.0,65.0,7.1,4.3,0.0,0.0
03:53:34.000,64.0,64.0,64.0,64.0,64.0,8.4,5.5,0.0,0.0
03:53:36.000,69.0,64.0,67.0,64.0,68.0,7.6,4.8,0.0,0.0
03:53:38.000,61.0,61.0,61.0,61.0,61.0,7.5,4.7,0.0,0.0
03:53:40.000,65.0,63.0,63.0,62.0,66.0,8.3,5.4,0.0,0.0
03:53:42.000,62.0,66.0,66.0,66.0,66.0,8.5,5.6,0.0,0.0
03:53:44.000,63.0,64.0,62.0,63.0,64.0,8.5,5.6,0.0,0.0
03:53:46.000,62.0,62.0,61.0,62.0,62.0,7.4,4.6,0.0,0.0
03:53:48.000,60.0,60.0,60.0,60.0,60.0,7.6,4.7,0.0,0.0
03:53:51.000,64.0,64.0,64.0,64.0,64.0,8.2,5.4,0.0,0.0
03:53:53.000,62.0,64.0,61.0,61.0,64.0,7.5,4.6,0.0,0.0
03:53:55.000,69.0,70.0,69.0,69.0,69.0,7.8,4.9,0.0,0.0
03:53:57.000,57.0,57.0,57.0,57.0,58.0,8.3,5.4,0.0,0.0
03:53:59.000,61.0,61.0,59.0,66.0,66.0,8.4,5.5,0.0,0.0
03:54:01.000,64.0,64.0,64.0,64.0,64.0,7.9,5.0,0.0,0.0
03:54:03.000,61.0,61.0,59.0,61.0,61.0,7.4,4.5,0.0,0.0
03:54:05.000,66.0,66.0,66.0,66.0,66.0,8.3,5.4,0.0,0.0
03:54:07.000,60.0,60.0,60.0,60.0,60.0,7.6,4.8,0.0,0.0
03:54:09.000,57.0,57.0,57.0,57.0,58.0,8.8,5.9,0.0,0.0
03:54:11.000,62.0,62.0,62.0,63.0,65.0,8.0,5.1,0.0,0.0
03:54:13.000,65.0,66.0,64.0,63.0,66.0,8.3,5.4,0.0,0.0
03:54:15.000,62.0,62.0,62.0,62.0,62.0,7.3,4.5,0.0,0.0
03:54:17.000,62.0,62.0,61.0,62.0,62.0,8.4,5.5,0.0,0.0
03:54:19.000,63.0,64.0,62.0,62.0,64.0,7.3,4.4,0.0,0.0
03:54:21.000,61.0,61.0,59.0,62.0,62.0,8.4,5.5,0.0,0.0
03:54:23.000,63.0,63.0,60.0,63.0,65.0,8.4,5.5,0.0,0.0
03:54:25.000,60.0,62.0,61.0,61.0,61.0,6.9,4.1,0.0,0.0
03:54:27.000,61.0,61.0,60.0,62.0,64.0,8.4,5.5,0.0,0.0
03:54:29.000,63.0,63.0,63.0,63.0,63.0,8.1,5.2,0.0,0.0
03:54:31.000,61.0,61.0,61.0,61.0,61.0,7.6,4.7,0.0,0.0
03:54:33.000,62.0,62.0,59.0,62.0,62.0,7.8,4.9,0.0,0.0
03:54:35.000,61.0,61.0,61.0,61.0,61.0,8.2,5.2,0.0,0.0
03:54:37.000,61.0,61.0,61.0,61.0,61.0,9.5,6.6,0.0,0.0
03:54:39.000,60.0,66.0,60.0,66.0,66.0,8.6,5.7,0.0,0.0
03:54:41.000,60.0,60.0,60.0,60.0,60.0,8.5,5.5,0.0,0.0
03:54:43.000,66.0,64.0,60.0,63.0,66.0,9.0,5.9,0.0,0.0
03:54:45.000,57.0,57.0,57.0,57.0,57.0,7.6,4.7,0.0,0.0
03:54:47.000,62.0,61.0,58.0,61.0,63.0,7.8,4.9,0.0,0.0
03:54:49.000,60.0,60.0,58.0,61.0,61.0,7.3,4.4,0.0,0.0
03:54:51.000,60.0,60.0,59.0,61.0,61.0,8.1,5.2,0.0,0.0
03:54:53.000,61.0,62.0,58.0,61.0,64.0,8.0,5.1,0.0,0.0
03:54:55.000,61.0,61.0,61.0,61.0,61.0,8.3,5.4,0.0,0.0
03:54:57.000,61.0,67.0,65.0,60.0,65.0,8.3,5.4,0.0,0.0
03:54:59.000,61.0,61.0,61.0,61.0,61.0,12.2,9.2,0.0,0.0
03:55:01.000,60.0,60.0,58.0,60.0,60.0,8.1,5.2,0.0,0.0
03:55:03.000,58.0,58.0,58.0,58.0,58.0,7.4,4.6,0.0,0.0
03:55:05.000,61.0,61.0,61.0,61.0,61.0,7.2,4.4,0.0,0.0
03:55:07.000,63.0,63.0,63.0,63.0,63.0,8.1,5.3,0.0,0.0
03:55:09.000,62.0,61.0,60.0,61.0,62.0,8.8,5.9,0.0,0.0
03:55:11.000,63.0,60.0,58.0,61.0,65.0,8.1,5.1,0.0,0.0
03:55:13.000,59.0,59.0,59.0,59.0,59.0,7.7,4.8,0.0,0.0
03:55:15.000,61.0,61.0,59.0,60.0,62.0,7.8,4.9,0.0,0.0
03:55:17.000,55.0,55.0,55.0,55.0,56.0,8.2,5.3,0.0,0.0
03:55:19.000,60.0,60.0,60.0,60.0,61.0,8.8,5.9,0.0,0.0
03:55:21.000,59.0,62.0,57.0,60.0,62.0,7.7,4.8,0.0,0.0
03:55:23.000,60.0,61.0,58.0,60.0,61.0,7.2,4.4,0.0,0.0
03:55:25.000,60.0,60.0,57.0,60.0,63.0,7.8,5.0,0.0,0.0
03:55:27.000,63.0,63.0,63.0,63.0,63.0,7.6,4.8,0.0,0.0
03:55:29.000,65.0,61.0,59.0,62.0,66.0,8.4,5.5,0.0,0.0
