Timestamp,CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Temperature (°C),CPU Power (W),CPU Power Cores (W),CPU Graphics Power (W),GPU Temperature (°C)
03:01:32.000,75.0,78.0,74.0,75.0,76.0,15.2,10.9,0.6,0.0
03:01:34.000,76.0,74.0,71.0,74.0,76.0,11.7,8.2,0.0,0.0
03:01:36.000,80.0,75.0,79.0,79.0,80.0,16.0,12.5,0.0,0.0
03:01:38.000,75.0,75.0,73.0,73.0,75.0,14.3,10.8,0.0,0.0
03:01:40.000,79.0,80.0,79.0,80.0,80.0,16.7,13.1,0.0,0.0
03:01:42.000,75.0,75.0,75.0,76.0,76.0,16.6,13.0,0.0,0.0
03:01:44.000,75.0,74.0,73.0,74.0,78.0,13.6,10.2,0.0,0.0
03:01:46.000,77.0,78.0,78.0,77.0,78.0,14.3,10.9,0.0,0.0
03:01:48.000,75.0,74.0,74.0,74.0,77.0,14.6,11.1,0.0,0.0
03:01:50.000,75.0,79.0,79.0,78.0,79.0,15.8,12.3,0.0,0.0
03:01:52.000,75.0,80.0,75.0,79.0,79.0,18.0,14.4,0.0,0.0
03:01:54.000,75.0,74.0,73.0,75.0,75.0,16.7,13.1,0.0,0.0
03:01:56.000,75.0,77.0,76.0,77.0,77.0,18.3,14.6,0.0,0.0
03:01:58.000,74.0,75.0,73.0,74.0,78.0,14.8,11.3,0.0,0.0
03:02:00.000,77.0,75.0,76.0,76.0,77.0,16.3,12.8,0.0,0.0
03:02:02.000,77.0,78.0,79.0,80.0,80.0,17.5,13.9,0.0,0.0
03:02:04.000,75.0,79.0,80.0,78.0,80.0,16.8,13.3,0.0,0.0
03:02:06.000,73.0,74.0,76.0,73.0,78.0,16.8,13.2,0.0,0.0
03:02:08.000,74.0,76.0,73.0,74.0,77.0,14.8,11.3,0.0,0.0
03:02:10.000,74.0,74.0,73.0,72.0,74.0,14.7,11.2,0.0,0.0
03:02:12.000,74.0,75.0,73.0,73.0,75.0,15.6,12.1,0.0,0.0
03:02:14.000,74.0,75.0,72.0,73.0,76.0,18.4,14.8,0.0,0.0
03:02:16.000,78.0,78.0,78.0,78.0,78.0,15.1,11.6,0.0,0.0
03:02:18.000,75.0,76.0,73.0,75.0,77.0,17.7,14.1,0.0,0.0
03:02:20.000,75.0,76.0,74.0,74.0,77.0,17.8,14.2,0.1,0.0
03:02:22.000,73.0,75.0,74.0,75.0,78.0,16.1,12.5,0.0,0.0
03:02:24.000,78.0,79.0,78.0,76.0,79.0,13.9,10.4,0.0,0.0
03:02:26.000,73.0,75.0,77.0,74.0,78.0,18.9,15.2,0.0,0.0
03:02:28.000,74.0,75.0,73.0,73.0,75.0,16.5,13.0,0.0,0.0
03:02:30.000,75.0,78.0,75.0,75.0,79.0,18.8,15.1,0.0,0.0
03:02:32.000,75.0,75.0,73.0,73.0,75.0,16.9,13.3,0.0,0.0
03:02:34.000,75.0,75.0,74.0,73.0,77.0,17.7,14.1,0.0,0.0
03:02:36.000,78.0,78.0,77.0,75.0,78.0,15.4,11.9,0.0,0.0
03:02:38.000,73.0,74.0,71.0,72.0,74.0,12.5,9.1,0.0,0.0
03:02:40.000,79.0,75.0,72.0,78.0,79.0,15.1,11.6,0.0,0.0
03:02:42.000,74.0,74.0,73.0,72.0,78.0,17.3,13.7,0.0,0.0
03:02:44.000,76.0,75.0,73.0,73.0,76.0,20.5,16.8,0.0,0.0
03:02:46.000,77.0,77.0,77.0,74.0,79.0,20.1,16.5,0.0,0.0
03:02:48.000,76.0,79.0,77.0,75.0,79.0,14.6,11.1,0.0,0.0
03:02:50.000,75.0,76.0,73.0,73.0,76.0,15.2,11.6,0.0,0.0
03:02:52.000,77.0,76.0,73.0,74.0,78.0,13.2,9.8,0.0,0.0
03:02:54.000,78.0,73.0,78.0,72.0,78.0,14.6,11.2,0.0,0.0
03:02:56.000,77.0,79.0,77.0,77.0,79.0,17.3,13.7,0.0,0.0
03:02:58.000,73.0,72.0,72.0,73.0,73.0,13.5,10.1,0.0,0.0
03:03:00.000,76.0,76.0,76.0,76.0,76.0,14.5,11.1,0.0,0.0
03:03:02.000,73.0,74.0,72.0,76.0,76.0,13.4,10.0,0.0,0.0
03:03:04.000,76.0,75.0,72.0,75.0,77.0,16.7,13.2,0.0,0.0
03:03:06.000,81.0,76.0,74.0,75.0,81.0,20.4,16.7,0.0,0.0
03:03:08.000,77.0,77.0,76.0,75.0,77.0,19.2,15.5,0.0,0.0
03:03:10.000,78.0,80.0,73.0,77.0,80.0,14.3,10.9,0.0,0.0
03:03:12.000,78.0,79.0,77.0,77.0,79.0,14.5,11.0,0.0,0.0
