Timestamp,CPU Temperature (°C),Power (W),CPU Usage (%),Memory Usage (%),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
00:00:00.000,48.1,2.0,11,10,0.0,Idle,Ransomware,Petya,Raspberry Pi 4B 4GB,Prometheus,1
00:05:00.000,70.2,4.4,94,67,300.0,Attack,Ransomware,Petya,Raspberry Pi 4B 4GB,Prometheus,1
00:10:00.000,52.9,2.3,19,14,600.0,Recovery,Ransomware,Petya,Raspberry Pi 4B 4GB,Prometheus,1
