Timestamp,Relative Time (s),Voltage (V),Current (A),Power (W),Mode,Attack Type,Attack,Host,Measurement,Run
15:11:11.000,84.56,2.4,0.56,2.81,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:12.000,85.66,2.4,0.56,2.81,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:13.000,86.76,2.41,0.5,2.52,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:14.000,87.86,2.41,0.5,2.52,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:15.000,88.97,2.4,0.54,2.71,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:16.000,90.07,2.39,0.6,3.01,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:17.000,91.17,2.4,0.52,2.6,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:19.000,92.27,2.4,0.54,2.72,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:20.000,93.37,2.41,0.49,2.46,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:21.000,94.48,2.4,0.53,2.63,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:22.000,95.58,2.4,0.54,2.69,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:23.000,96.68,2.39,0.59,2.93,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:24.000,97.78,2.39,0.62,3.1,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:25.000,98.88,2.41,0.5,2.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:26.000,99.98,2.4,0.52,2.6,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:27.000,101.09,2.4,0.56,2.79,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:29.000,102.19,2.39,0.57,2.85,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:30.000,103.29,2.4,0.56,2.81,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:31.000,104.39,2.4,0.52,2.62,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:32.000,105.49,2.4,0.55,2.77,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:33.000,106.6,2.39,0.59,2.96,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:34.000,107.7,2.4,0.56,2.8,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:35.000,108.8,2.41,0.5,2.51,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:36.000,109.9,2.4,0.53,2.67,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:37.000,111.0,2.41,0.51,2.54,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:38.000,112.1,2.41,0.51,2.55,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:40.000,113.21,2.39,0.58,2.89,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:41.000,114.31,2.4,0.56,2.8,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:42.000,115.41,2.39,0.6,3.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:43.000,116.51,2.4,0.54,2.69,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:44.000,117.61,2.39,0.62,3.1,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:45.000,118.72,2.38,0.62,3.12,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:46.000,119.82,2.39,0.57,2.87,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:47.000,120.92,2.4,0.54,2.71,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:48.000,122.02,2.4,0.52,2.62,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:49.000,123.12,2.38,0.66,3.32,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:51.000,124.22,2.37,0.69,3.47,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:52.000,125.33,2.38,0.65,3.26,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:53.000,126.42,2.38,0.65,3.24,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:54.000,127.53,2.38,0.65,3.26,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:55.000,128.63,2.39,0.59,2.96,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:56.000,129.73,2.38,0.63,3.14,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:57.000,130.83,2.38,0.63,3.17,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:58.000,131.93,2.38,0.66,3.28,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:11:59.000,133.03,2.38,0.64,3.22,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:00.000,134.14,2.39,0.58,2.92,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:02.000,135.24,2.4,0.55,2.73,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:03.000,136.34,2.37,0.69,3.46,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:04.000,137.44,2.38,0.65,3.25,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:05.000,138.54,2.38,0.63,3.16,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:06.000,139.64,2.38,0.67,3.34,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:07.000,140.75,2.39,0.57,2.87,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:08.000,141.85,2.37,0.71,3.53,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:09.000,142.95,2.38,0.63,3.17,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:10.000,144.05,2.39,0.62,3.09,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:11.000,145.15,2.39,0.61,3.06,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:13.000,146.26,2.39,0.61,3.03,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:14.000,147.36,2.4,0.55,2.75,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:15.000,148.46,2.41,0.51,2.55,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:16.000,149.56,2.39,0.58,2.91,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:17.000,150.66,2.41,0.51,2.54,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:18.000,151.77,2.4,0.55,2.76,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:19.000,152.87,2.39,0.59,2.97,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:20.000,153.97,2.4,0.52,2.62,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:21.000,155.07,2.4,0.52,2.58,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:22.000,156.17,2.41,0.51,2.56,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:24.000,157.27,2.39,0.58,2.92,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:25.000,158.38,2.38,0.62,3.12,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:26.000,159.48,2.38,0.64,3.21,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:27.000,160.58,2.38,0.66,3.32,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:28.000,161.68,2.39,0.6,3.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:29.000,162.78,2.38,0.63,3.16,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:30.000,163.88,2.38,0.64,3.2,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:31.000,164.99,2.39,0.62,3.09,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:32.000,166.09,2.37,0.69,3.47,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:34.000,167.19,2.4,0.57,2.83,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:35.000,168.29,2.39,0.62,3.08,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:36.000,169.39,2.39,0.62,3.08,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:37.000,170.5,2.4,0.56,2.79,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:38.000,171.6,2.39,0.58,2.88,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:39.000,172.7,2.39,0.57,2.84,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:40.000,173.8,2.4,0.54,2.71,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:41.000,174.9,2.39,0.61,3.06,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:42.000,176.0,2.39,0.6,3.01,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:43.000,177.11,2.4,0.52,2.58,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:45.000,178.21,2.4,0.55,2.77,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:46.000,179.31,2.4,0.52,2.58,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:47.000,180.41,2.4,0.54,2.71,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:48.000,181.51,2.4,0.55,2.75,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:49.000,182.61,2.4,0.53,2.64,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:50.000,183.71,2.38,0.67,3.36,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:51.000,184.81,2.39,0.62,3.08,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:52.000,185.92,2.38,0.64,3.22,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:53.000,187.02,2.37,0.69,3.45,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:54.000,188.12,2.39,0.58,2.91,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:56.000,189.22,2.38,0.64,3.21,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:57.000,190.32,2.39,0.6,3.01,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:58.000,191.42,2.38,0.64,3.18,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:12:59.000,192.53,2.4,0.57,2.83,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:00.000,193.63,2.4,0.54,2.69,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:01.000,194.73,2.4,0.52,2.6,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:02.000,195.83,2.4,0.52,2.62,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:03.000,196.93,2.39,0.6,3.01,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:04.000,198.04,2.38,0.63,3.14,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:05.000,199.14,2.4,0.55,2.73,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:07.000,200.24,2.4,0.55,2.75,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:08.000,201.34,2.4,0.53,2.66,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:09.000,202.44,2.39,0.58,2.89,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:10.000,203.55,2.41,0.49,2.44,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:11.000,204.65,2.38,0.63,3.17,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:12.000,205.75,2.39,0.59,2.95,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:13.000,206.85,2.38,0.64,3.18,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:14.000,207.95,2.39,0.6,3.01,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:15.000,209.05,2.38,0.63,3.16,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:16.000,210.16,2.39,0.62,3.08,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:18.000,211.26,2.39,0.59,2.93,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:19.000,212.36,2.39,0.61,3.04,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:20.000,213.46,2.39,0.58,2.92,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:21.000,214.56,2.39,0.6,3.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:22.000,215.67,2.4,0.55,2.76,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:23.000,216.77,2.4,0.53,2.66,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:24.000,217.87,2.39,0.58,2.89,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:25.000,218.97,2.39,0.61,3.05,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
15:13:26.000,220.07,2.4,0.55,2.75,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,ACS712,3
