Timestamp,Relative Time (s),CPU Usage (%),Memory Usage (%),Network (Ko/s),CPU Temperature (°C),Mode,Attack Type,Attack,Host,Measurement,Run
15:10:10.000,25.21,0.5,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:11.000,26.22,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:12.000,27.23,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:13.000,28.24,0.5,21.5,0.115234375,56.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:14.000,29.25,0.0,21.5,1.501953125,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:15.000,30.26,0.5,21.5,0.1328125,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:16.000,31.27,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:17.000,32.27,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:18.000,33.28,0.0,21.5,0.13671875,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:19.000,34.29,0.0,21.5,0.087890625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:20.000,35.3,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:21.000,36.31,0.0,21.5,0.0703125,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:22.000,37.32,0.5,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:23.000,38.33,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:24.000,39.34,0.0,21.5,0.087890625,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:25.000,40.35,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:26.000,41.36,0.0,21.5,1.4140625,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:27.000,42.37,0.0,21.5,0.4697265625,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:28.000,43.38,0.0,21.5,0.087890625,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:29.000,44.39,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:30.000,45.4,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:31.000,46.41,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:32.000,47.41,0.5,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:33.000,48.42,0.5,21.5,0.087890625,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:34.000,49.43,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:35.000,50.43,0.0,21.5,0.1025390625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:36.000,51.44,0.0,21.5,0.0,56.4,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:37.000,52.44,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:38.000,53.45,0.5,21.5,0.087890625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:39.000,54.45,0.0,21.5,1.4140625,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:40.000,55.46,0.5,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:41.000,56.47,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:42.000,57.48,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:43.000,58.49,0.0,21.5,0.087890625,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:44.000,59.5,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:45.000,60.51,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:46.000,61.52,1.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:47.000,62.53,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:48.000,63.54,0.0,21.5,0.154296875,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:49.000,64.55,1.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:50.000,65.56,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:51.000,66.57,0.0,21.5,1.576171875,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:52.000,67.58,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:53.000,68.59,0.5,21.5,0.087890625,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:54.000,69.59,0.5,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:55.000,70.6,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:56.000,71.61,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:57.000,72.62,0.0,21.5,0.0,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:58.000,73.63,0.5,21.5,0.6484375,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:10:59.000,74.64,0.0,21.5,0.0,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:00.000,75.65,0.5,21.5,0.0,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:01.000,76.66,0.5,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:02.000,77.67,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:03.000,78.68,0.0,21.5,0.087890625,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:04.000,79.69,0.5,21.5,1.4140625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:05.000,80.7,0.0,21.5,0.1025390625,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:06.000,81.71,0.0,21.5,0.0,53.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:07.000,82.72,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:08.000,83.73,0.0,21.5,0.087890625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:09.000,84.74,0.0,21.5,0.0,56.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:10.000,85.75,1.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:11.000,86.75,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:12.000,87.76,0.0,21.5,0.0,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:13.000,88.77,0.0,21.5,0.087890625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:14.000,89.78,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:15.000,90.79,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:16.000,91.8,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:17.000,92.81,0.0,21.5,1.4140625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:18.000,93.82,0.0,21.5,0.087890625,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:19.000,94.83,0.5,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:20.000,95.84,0.0,21.5,0.0,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:21.000,96.85,0.5,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:22.000,97.86,0.0,21.5,0.08984375,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:23.000,98.87,0.0,21.5,0.158203125,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:24.000,99.88,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:25.000,100.89,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:26.000,101.89,0.0,21.5,0.0703125,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:28.000,102.9,0.0,21.5,0.0,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:29.000,103.91,0.0,21.5,0.087890625,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:30.000,104.92,0.0,21.5,1.650390625,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:31.000,105.93,0.0,21.5,1.033203125,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:32.000,106.94,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:33.000,107.95,1.5,21.5,0.0,53.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:34.000,108.96,0.0,21.5,0.25,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:35.000,109.97,0.0,21.5,0.96875,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:36.000,110.98,0.0,21.5,2.2080078125,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:37.000,111.99,0.0,21.5,0.0,55.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:38.000,113.0,1.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:39.000,114.01,0.0,21.5,0.154296875,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:40.000,115.02,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:41.000,116.02,0.0,21.5,0.0,55.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:42.000,117.03,0.0,21.5,0.0,54.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:43.000,118.04,0.0,21.5,1.4140625,54.0,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:44.000,119.05,0.0,21.5,0.087890625,53.5,Idle,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:45.000,120.06,0.0,21.5,0.0,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:46.000,121.07,1.0,21.5,0.0,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:47.000,122.08,0.0,21.5,0.0,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:48.000,123.09,1.0,21.5,5.779296875,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:49.000,124.1,2.5,21.5,31.6943359375,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:50.000,125.11,2.5,21.6,25.5458984375,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:51.000,126.12,1.5,21.6,26.6201171875,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:52.000,127.13,0.5,21.6,21.912109375,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:53.000,128.14,1.0,21.6,23.0078125,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:54.000,129.14,0.0,21.6,27.7509765625,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:55.000,130.15,0.5,21.6,21.92578125,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:56.000,131.16,0.5,21.6,26.4638671875,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:57.000,132.17,0.5,21.7,22.513671875,53.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:58.000,133.18,1.0,21.7,27.68359375,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:11:59.000,134.19,1.0,21.7,32.494140625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:00.000,135.2,1.0,21.7,32.7822265625,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:01.000,136.21,0.0,21.7,22.89453125,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:02.000,137.22,0.0,21.7,0.05078125,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:03.000,138.23,0.0,21.7,0.0703125,53.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:04.000,139.24,0.0,21.7,0.138671875,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:05.000,140.25,2.5,21.6,67.58984375,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:06.000,141.25,0.5,21.6,0.12109375,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:07.000,142.26,0.0,21.6,0.0,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:08.000,143.27,0.0,21.6,1.46484375,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:09.000,144.28,1.0,21.7,37.146484375,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:10.000,145.29,1.5,21.7,23.431640625,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:11.000,146.3,1.0,21.8,30.23828125,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:12.000,147.31,0.0,21.8,0.0,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:13.000,148.32,0.0,21.8,0.087890625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:14.000,149.33,0.0,21.8,0.0,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:15.000,150.34,0.0,21.8,0.0,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:16.000,151.35,0.0,21.8,0.0,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:17.000,152.36,0.0,21.8,0.0,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:18.000,153.37,0.0,21.8,0.087890625,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:19.000,154.38,0.0,21.8,0.0,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:20.000,155.39,0.0,21.8,0.0,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:21.000,156.4,0.0,21.8,1.48046875,56.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:22.000,157.41,0.0,21.8,0.560546875,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:23.000,158.42,0.0,21.8,0.087890625,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:24.000,159.43,3.0,21.8,84.787109375,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:25.000,160.43,1.5,21.8,34.6796875,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:26.000,161.44,1.5,21.8,26.2919921875,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:27.000,162.45,0.0,21.8,0.05078125,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:28.000,163.46,0.5,21.8,0.087890625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:29.000,164.47,2.0,21.8,39.67578125,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:30.000,165.48,1.5,21.9,67.044921875,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:31.000,166.49,3.0,21.9,36.12109375,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:32.000,167.5,2.0,21.9,27.9912109375,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:33.000,168.51,1.5,21.9,0.138671875,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:34.000,169.52,0.5,21.9,1.4921875,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:35.000,170.53,0.5,21.9,0.1533203125,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:36.000,171.54,0.0,21.9,0.0,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:37.000,172.54,0.5,21.9,0.0,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:38.000,173.55,0.5,21.9,0.087890625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:39.000,174.56,0.0,21.9,0.0,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:40.000,175.57,0.5,21.9,0.0,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:41.000,176.58,0.0,21.9,0.0,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:42.000,177.59,0.0,21.9,0.1328125,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:43.000,178.6,0.0,21.9,0.087890625,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:44.000,179.61,0.0,21.9,0.0,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:45.000,180.62,0.0,21.9,0.06640625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:46.000,181.63,0.5,21.9,1.4140625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:47.000,182.64,0.0,21.9,0.0,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:48.000,183.65,0.0,21.9,0.087890625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:49.000,184.66,1.0,21.9,18.56640625,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:50.000,185.67,1.0,21.9,38.267578125,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:51.000,186.68,5.2,21.8,135.6708984375,55.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:52.000,187.68,1.0,21.9,43.521484375,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:53.000,188.69,0.0,21.9,30.654296875,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:54.000,189.7,0.0,21.9,9.2890625,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:55.000,190.71,0.0,21.9,0.05078125,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:56.000,191.72,0.0,21.9,0.0,56.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:57.000,192.73,0.0,21.9,0.611328125,54.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:58.000,193.74,0.0,21.9,0.087890625,55.0,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
15:12:59.000,194.75,0.0,21.9,1.4140625,54.5,Attack,Denial of Service,Slowloris (HTTP),Raspberry Pi 4B 2GB,System,3
