Timestamp,Voltage (V),Voltage Adjusted (V),Current (A),Power (W),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
02:50:44.014,2.52,0.1,1.0,5.02,343.226,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:45.022,2.51,0.09,0.91,4.53,344.234,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:46.026,2.51,0.09,0.91,4.53,345.238,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:47.028,2.51,0.09,0.91,4.53,346.24,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:47.998,2.51,0.09,0.91,4.53,347.21,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:49.035,2.51,0.1,0.95,4.77,348.247,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:50.004,2.52,0.11,1.05,5.26,349.216,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:51.007,2.51,0.09,0.91,4.53,350.219,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:52.013,2.52,0.11,1.05,5.26,351.225,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:53.019,2.52,0.1,1.0,5.02,352.231,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:54.021,2.5,0.09,0.86,4.28,353.233,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:55.026,2.52,0.1,1.0,5.02,354.238,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:56.036,2.51,0.1,0.95,4.77,355.248,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:57.011,2.51,0.09,0.91,4.53,356.223,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:58.027,2.51,0.1,0.95,4.77,357.239,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:59.029,2.51,0.09,0.91,4.53,358.241,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:00.008,2.52,0.1,1.0,5.02,359.22,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:01.012,2.5,0.09,0.86,4.28,360.224,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:02.016,2.5,0.08,0.81,4.04,361.228,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:03.027,2.5,0.09,0.86,4.28,362.239,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:04.010,2.51,0.1,0.95,4.77,363.222,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:05.014,2.52,0.11,1.05,5.26,364.226,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:06.023,2.52,0.11,1.05,5.26,365.235,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:07.031,2.52,0.11,1.05,5.26,366.243,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:08.035,2.52,0.1,1.0,5.02,367.247,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:09.043,2.52,0.11,1.05,5.26,368.255,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:10.015,2.52,0.1,1.0,5.02,369.227,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:11.024,2.51,0.1,0.95,4.77,370.236,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:12.032,2.51,0.1,0.95,4.77,371.244,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:13.035,2.51,0.1,0.95,4.77,372.247,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:14.036,2.51,0.1,0.95,4.77,373.248,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:15.038,2.5,0.08,0.81,4.04,374.25,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:16.039,2.5,0.08,0.81,4.04,375.251,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:17.048,2.52,0.11,1.05,5.26,376.26,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:18.050,2.51,0.1,0.95,4.77,377.262,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:19.027,2.51,0.09,0.91,4.53,378.239,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:20.028,2.52,0.11,1.05,5.26,379.24,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:21.037,2.52,0.1,1.0,5.02,380.249,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:22.045,2.53,0.11,1.1,5.51,381.257,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:23.022,2.51,0.1,0.95,4.77,382.234,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:24.029,2.51,0.1,0.95,4.77,383.241,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:25.036,2.51,0.1,0.95,4.77,384.248,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:26.040,2.52,0.1,1.0,5.02,385.252,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:27.045,2.52,0.11,1.05,5.26,386.257,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:28.048,2.52,0.1,1.0,5.02,387.26,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:29.055,2.51,0.09,0.91,4.53,388.267,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:30.025,2.52,0.1,1.0,5.02,389.237,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:31.032,2.51,0.09,0.91,4.53,390.244,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:32.043,2.52,0.1,1.0,5.02,391.255,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:33.048,2.52,0.11,1.05,5.26,392.26,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:34.055,2.51,0.1,0.95,4.77,393.267,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:35.032,2.53,0.11,1.1,5.51,394.244,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:36.042,2.53,0.11,1.1,5.51,395.254,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:37.042,2.52,0.11,1.05,5.26,396.254,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:38.045,2.51,0.1,0.95,4.77,397.257,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:39.049,2.51,0.1,0.95,4.77,398.261,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:40.056,2.53,0.12,1.15,5.75,399.268,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:41.064,2.52,0.1,1.0,5.02,400.276,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:42.040,2.53,0.11,1.1,5.51,401.252,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:43.047,2.53,0.11,1.1,5.51,402.259,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:44.058,2.52,0.11,1.05,5.26,403.27,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:45.066,2.52,0.1,1.0,5.02,404.278,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:46.067,2.52,0.11,1.05,5.26,405.279,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:47.067,2.53,0.11,1.1,5.51,406.279,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:48.068,2.51,0.1,0.95,4.77,407.28,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:49.045,2.52,0.11,1.05,5.26,408.257,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:50.053,2.53,0.11,1.1,5.51,409.265,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:51.052,2.54,0.12,1.2,6.0,410.264,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:52.055,2.53,0.11,1.1,5.51,411.267,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:53.071,2.52,0.1,1.0,5.02,412.283,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:54.046,2.52,0.11,1.05,5.26,413.258,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:55.049,2.53,0.11,1.1,5.51,414.261,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:56.056,2.55,0.13,1.3,6.48,415.268,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:57.065,2.53,0.11,1.1,5.51,416.277,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:58.070,2.53,0.11,1.1,5.51,417.282,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:51:59.075,2.52,0.11,1.05,5.26,418.287,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:00.078,2.52,0.11,1.05,5.26,419.29,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:01.050,2.52,0.11,1.05,5.26,420.262,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:02.057,2.52,0.11,1.05,5.26,421.269,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:03.065,2.53,0.12,1.15,5.75,422.277,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:04.064,2.53,0.11,1.1,5.51,423.276,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:05.064,2.53,0.11,1.1,5.51,424.276,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:06.074,2.51,0.1,0.95,4.77,425.286,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:07.080,2.53,0.11,1.1,5.51,426.292,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:08.053,2.52,0.11,1.05,5.26,427.265,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:09.065,2.52,0.11,1.05,5.26,428.277,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:10.073,2.52,0.11,1.05,5.26,429.285,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:11.079,2.52,0.1,1.0,5.02,430.291,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:12.085,2.53,0.11,1.1,5.51,431.297,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:13.085,2.53,0.11,1.1,5.51,432.297,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:14.056,2.5,0.09,0.86,4.28,433.268,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:15.055,2.52,0.11,1.05,5.26,434.267,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:16.058,2.53,0.12,1.15,5.75,435.27,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:17.064,2.51,0.1,0.95,4.77,436.276,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:18.070,2.52,0.1,1.0,5.02,437.282,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:19.075,2.53,0.11,1.1,5.51,438.287,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:20.085,2.51,0.09,0.91,4.53,439.297,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:21.090,2.51,0.1,0.95,4.77,440.302,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:22.094,2.52,0.11,1.05,5.26,441.306,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:23.066,2.51,0.09,0.91,4.53,442.278,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:24.072,2.52,0.1,1.0,5.02,443.284,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:25.084,2.52,0.11,1.05,5.26,444.296,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:26.091,2.52,0.11,1.05,5.26,445.303,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:27.068,2.52,0.11,1.05,5.26,446.28,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:28.078,2.53,0.11,1.1,5.51,447.29,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:29.089,2.53,0.12,1.15,5.75,448.301,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:30.096,2.52,0.11,1.05,5.26,449.308,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:31.066,2.52,0.11,1.05,5.26,450.278,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:32.067,2.52,0.1,1.0,5.02,451.279,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:33.075,2.53,0.11,1.1,5.51,452.287,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:34.079,2.52,0.1,1.0,5.02,453.291,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:35.084,2.51,0.1,0.95,4.77,454.296,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:36.085,2.52,0.1,1.0,5.02,455.297,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:37.092,2.51,0.1,0.95,4.77,456.304,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:38.101,2.51,0.1,0.95,4.77,457.313,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:39.075,2.52,0.11,1.05,5.26,458.287,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:40.079,2.51,0.1,0.95,4.77,459.291,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:41.080,2.52,0.11,1.05,5.26,460.292,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:42.086,2.51,0.09,0.91,4.53,461.298,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:43.084,2.5,0.09,0.86,4.28,462.296,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:44.087,2.51,0.1,0.95,4.77,463.299,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:45.096,2.51,0.09,0.91,4.53,464.308,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:46.099,2.52,0.11,1.05,5.26,465.311,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:47.105,2.51,0.09,0.91,4.53,466.317,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:48.083,2.51,0.09,0.91,4.53,467.295,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:49.085,2.49,0.08,0.76,3.8,468.297,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:50.096,2.51,0.1,0.95,4.77,469.308,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:51.088,2.51,0.1,0.95,4.77,470.3,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:52.101,2.51,0.09,0.91,4.53,471.313,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:53.079,2.51,0.1,0.95,4.77,472.291,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:54.088,2.5,0.09,0.86,4.28,473.3,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:55.115,2.51,0.1,0.95,4.77,474.327,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:56.106,2.52,0.1,1.0,5.02,475.318,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:57.109,2.5,0.09,0.86,4.28,476.321,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:58.112,2.51,0.09,0.91,4.53,477.324,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:52:59.085,2.51,0.1,0.95,4.77,478.297,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:00.088,2.53,0.11,1.1,5.51,479.3,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:01.096,2.5,0.09,0.86,4.28,480.308,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:02.101,2.51,0.1,0.95,4.77,481.313,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:03.103,2.52,0.1,1.0,5.02,482.315,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:04.106,2.51,0.1,0.95,4.77,483.318,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:05.108,2.51,0.1,0.95,4.77,484.32,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:06.111,2.52,0.1,1.0,5.02,485.323,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:07.115,2.5,0.09,0.86,4.28,486.327,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:08.118,2.52,0.1,1.0,5.02,487.33,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:09.116,2.52,0.1,1.0,5.02,488.328,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:10.120,2.52,0.1,1.0,5.02,489.332,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:11.096,2.52,0.1,1.0,5.02,490.308,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:12.104,2.52,0.11,1.05,5.26,491.316,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:13.103,2.51,0.1,0.95,4.77,492.315,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:14.113,2.51,0.1,0.95,4.77,493.325,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:15.127,2.51,0.1,0.95,4.77,494.339,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:16.096,2.52,0.11,1.05,5.26,495.308,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:17.104,2.52,0.1,1.0,5.02,496.316,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:18.108,2.51,0.1,0.95,4.77,497.32,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:19.110,2.51,0.1,0.95,4.77,498.322,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:20.108,2.53,0.11,1.1,5.51,499.32,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:21.122,2.51,0.1,0.95,4.77,500.334,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:22.120,2.52,0.11,1.05,5.26,501.332,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:23.131,2.52,0.1,1.0,5.02,502.343,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:24.101,2.52,0.1,1.0,5.02,503.313,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:25.109,2.51,0.09,0.91,4.53,504.321,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:26.121,2.52,0.1,1.0,5.02,505.333,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:27.132,2.51,0.09,0.91,4.53,506.344,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:28.134,2.53,0.11,1.1,5.51,507.346,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:29.102,2.51,0.1,0.95,4.77,508.314,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:30.138,2.52,0.1,1.0,5.02,509.35,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:31.110,2.51,0.1,0.95,4.77,510.322,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:32.117,2.51,0.1,0.95,4.77,511.329,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:33.117,2.52,0.11,1.05,5.26,512.329,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:34.118,2.52,0.11,1.05,5.26,513.33,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:35.122,2.52,0.1,1.0,5.02,514.334,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:36.126,2.52,0.1,1.0,5.02,515.338,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:37.130,2.52,0.1,1.0,5.02,516.342,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:38.133,2.52,0.1,1.0,5.02,517.345,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:39.143,2.51,0.1,0.95,4.77,518.355,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:40.119,2.52,0.11,1.05,5.26,519.331,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:53:41.122,2.52,0.1,1.0,5.02,520.334,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
