Timestamp,Voltage (V),Voltage Adjusted (V),Current (A),Power (W),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
02:47:53.919,2.44,0.02,0.22,1.11,173.131,Idle,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:47:54.910,2.45,0.04,0.37,1.84,174.122,Idle,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:47:55.897,2.43,0.02,0.17,0.86,175.109,Idle,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:47:56.919,2.43,0.01,0.12,0.62,176.131,Idle,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:47:57.906,2.44,0.02,0.22,1.11,177.118,Idle,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:47:58.925,2.45,0.03,0.32,1.6,178.137,Idle,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:47:59.913,2.45,0.04,0.37,1.84,179.125,Idle,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:00.895,2.44,0.03,0.27,1.35,180.107,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:01.916,2.45,0.03,0.32,1.6,181.128,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:02.902,2.43,0.02,0.17,0.86,182.114,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:03.917,2.45,0.03,0.32,1.6,183.129,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:04.903,2.5,0.08,0.81,4.04,184.115,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:05.924,2.47,0.06,0.56,2.82,185.136,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:06.906,2.47,0.06,0.56,2.82,186.118,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:07.928,2.48,0.06,0.61,3.06,187.14,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:08.911,2.44,0.03,0.27,1.35,188.123,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:09.929,2.44,0.02,0.22,1.11,189.141,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:10.913,2.45,0.04,0.37,1.84,190.125,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:11.903,2.45,0.03,0.32,1.6,191.115,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:12.924,2.49,0.07,0.71,3.55,192.136,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:13.911,2.47,0.05,0.51,2.57,193.123,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:14.929,2.45,0.03,0.32,1.6,194.141,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:15.914,2.45,0.03,0.32,1.6,195.126,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:16.935,2.45,0.03,0.32,1.6,196.147,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:17.919,2.45,0.04,0.37,1.84,197.131,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:18.906,2.44,0.03,0.27,1.35,198.118,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:19.924,2.45,0.03,0.32,1.6,199.136,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:20.911,2.43,0.01,0.12,0.62,200.123,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:21.918,2.44,0.03,0.27,1.35,201.13,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:22.910,2.44,0.02,0.22,1.11,202.122,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:23.934,2.44,0.02,0.22,1.11,203.146,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:24.924,2.46,0.04,0.42,2.09,204.136,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:25.909,2.45,0.04,0.37,1.84,205.121,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:26.928,2.45,0.03,0.32,1.6,206.14,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:27.915,2.44,0.03,0.27,1.35,207.127,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:28.935,2.45,0.03,0.32,1.6,208.147,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:29.921,2.45,0.03,0.32,1.6,209.133,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:30.943,2.45,0.03,0.32,1.6,210.155,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:31.931,2.45,0.04,0.37,1.84,211.143,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:32.949,2.46,0.04,0.42,2.09,212.161,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:33.934,2.46,0.04,0.42,2.09,213.146,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:34.919,2.45,0.03,0.32,1.6,214.131,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:35.937,2.45,0.03,0.32,1.6,215.149,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:36.925,2.45,0.03,0.32,1.6,216.137,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:37.948,2.45,0.03,0.32,1.6,217.16,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:38.934,2.45,0.03,0.32,1.6,218.146,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:39.922,2.44,0.02,0.22,1.11,219.134,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:40.940,2.45,0.03,0.32,1.6,220.152,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:41.925,2.45,0.04,0.37,1.84,221.137,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:42.945,2.45,0.03,0.32,1.6,222.157,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:43.927,2.45,0.03,0.32,1.6,223.139,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:44.948,2.45,0.03,0.32,1.6,224.16,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:45.937,2.45,0.04,0.37,1.84,225.149,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:46.924,2.44,0.03,0.27,1.35,226.136,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:47.946,2.45,0.04,0.37,1.84,227.158,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:48.931,2.44,0.02,0.22,1.11,228.143,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:49.928,2.45,0.03,0.32,1.6,229.14,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:50.946,2.45,0.03,0.32,1.6,230.158,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:51.933,2.45,0.04,0.37,1.84,231.145,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:52.952,2.44,0.03,0.27,1.35,232.164,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:53.939,2.45,0.04,0.37,1.84,233.151,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:54.959,2.43,0.02,0.17,0.86,234.171,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:55.950,2.46,0.04,0.42,2.09,235.162,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:56.942,2.45,0.04,0.37,1.84,236.154,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:57.961,2.45,0.03,0.32,1.6,237.173,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:58.945,2.44,0.02,0.22,1.11,238.157,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:48:59.933,2.44,0.03,0.27,1.35,239.145,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:00.953,2.44,0.03,0.27,1.35,240.165,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:01.937,2.45,0.04,0.37,1.84,241.149,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:02.959,2.46,0.04,0.42,2.09,242.171,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:03.950,2.45,0.04,0.37,1.84,243.162,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:04.937,2.45,0.04,0.37,1.84,244.149,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:05.960,2.47,0.05,0.51,2.57,245.172,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:06.952,2.45,0.04,0.37,1.84,246.164,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:07.939,2.45,0.04,0.37,1.84,247.151,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:08.958,2.46,0.04,0.42,2.09,248.17,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:09.945,2.46,0.05,0.47,2.33,249.157,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:10.938,2.47,0.05,0.51,2.57,250.15,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:11.952,2.46,0.05,0.47,2.33,251.164,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:12.941,2.45,0.04,0.37,1.84,252.153,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:13.966,2.49,0.07,0.71,3.55,253.178,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:14.962,2.47,0.05,0.51,2.57,254.174,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:15.949,2.46,0.05,0.47,2.33,255.161,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:16.973,2.46,0.04,0.42,2.09,256.185,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:17.968,2.46,0.04,0.42,2.09,257.18,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:18.955,2.45,0.04,0.37,1.84,258.167,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:19.948,2.47,0.05,0.51,2.57,259.16,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:20.956,2.45,0.04,0.37,1.84,260.168,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:21.959,2.46,0.04,0.42,2.09,261.171,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:22.963,2.46,0.04,0.42,2.09,262.175,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:23.971,2.45,0.04,0.37,1.84,263.183,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:24.980,2.46,0.04,0.42,2.09,264.192,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:25.955,2.45,0.04,0.37,1.84,265.167,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:26.951,2.45,0.03,0.32,1.6,266.163,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:27.985,2.46,0.05,0.47,2.33,267.197,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:28.954,2.46,0.04,0.42,2.09,268.166,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:29.963,2.45,0.04,0.37,1.84,269.175,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:30.969,2.46,0.04,0.42,2.09,270.181,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:31.975,2.47,0.06,0.56,2.82,271.187,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:32.980,2.44,0.03,0.27,1.35,272.192,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:33.985,2.45,0.04,0.37,1.84,273.197,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:34.959,2.45,0.04,0.37,1.84,274.171,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:35.965,2.45,0.04,0.37,1.84,275.177,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:36.973,2.45,0.03,0.32,1.6,276.185,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:37.987,2.45,0.03,0.32,1.6,277.199,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:38.958,2.48,0.07,0.66,3.31,278.17,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:39.967,2.46,0.05,0.47,2.33,279.179,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:40.972,2.45,0.04,0.37,1.84,280.184,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:41.980,2.45,0.04,0.37,1.84,281.192,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:42.992,2.46,0.05,0.47,2.33,282.204,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:43.967,2.45,0.04,0.37,1.84,283.179,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:44.984,2.48,0.06,0.61,3.06,284.196,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:45.964,2.45,0.04,0.37,1.84,285.176,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:46.976,2.45,0.04,0.37,1.84,286.188,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:47.983,2.45,0.04,0.37,1.84,287.195,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:48.994,2.46,0.04,0.42,2.09,288.206,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:49.969,2.46,0.04,0.42,2.09,289.181,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:50.974,2.46,0.05,0.47,2.33,290.186,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:51.981,2.46,0.04,0.42,2.09,291.193,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:52.983,2.45,0.04,0.37,1.84,292.195,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:53.988,2.47,0.05,0.51,2.57,293.2,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:54.998,2.46,0.04,0.42,2.09,294.21,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:55.972,2.46,0.04,0.42,2.09,295.184,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:56.974,2.46,0.04,0.42,2.09,296.186,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:57.979,2.46,0.05,0.47,2.33,297.191,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:49:58.991,2.46,0.05,0.47,2.33,298.203,Idle_browser_open,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:00.006,2.45,0.03,0.32,1.6,299.218,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:00.988,2.46,0.04,0.42,2.09,300.2,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:01.999,2.48,0.07,0.66,3.31,301.211,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:02.975,2.48,0.06,0.61,3.06,302.187,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:03.984,2.5,0.08,0.81,4.04,303.196,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:04.982,2.52,0.11,1.05,5.26,304.194,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:05.988,2.51,0.1,0.95,4.77,305.2,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:06.988,2.5,0.08,0.81,4.04,306.2,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:08.003,2.51,0.1,0.95,4.77,307.215,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:09.010,2.51,0.1,0.95,4.77,308.222,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:09.980,2.5,0.08,0.81,4.04,309.192,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:10.990,2.51,0.09,0.91,4.53,310.202,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:11.999,2.5,0.09,0.86,4.28,311.211,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:13.004,2.52,0.1,1.0,5.02,312.216,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:13.981,2.52,0.1,1.0,5.02,313.193,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:14.985,2.51,0.1,0.95,4.77,314.197,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:15.995,2.52,0.1,1.0,5.02,315.207,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:16.996,2.52,0.1,1.0,5.02,316.208,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:18.004,2.51,0.09,0.91,4.53,317.216,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:19.011,2.5,0.08,0.81,4.04,318.223,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:20.013,2.51,0.09,0.91,4.53,319.225,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:21.013,2.52,0.1,1.0,5.02,320.225,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:22.012,2.51,0.1,0.95,4.77,321.224,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:23.020,2.49,0.08,0.76,3.8,322.232,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:23.984,2.5,0.09,0.86,4.28,323.196,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:24.984,2.5,0.09,0.86,4.28,324.196,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:26.019,2.51,0.09,0.91,4.53,325.231,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:26.995,2.51,0.09,0.91,4.53,326.207,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:28.003,2.5,0.09,0.86,4.28,327.215,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:29.001,2.5,0.09,0.86,4.28,328.213,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:30.004,2.51,0.1,0.95,4.77,329.216,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:31.012,2.51,0.1,0.95,4.77,330.224,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:32.008,2.52,0.1,1.0,5.02,331.22,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:33.009,2.52,0.1,1.0,5.02,332.221,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:34.010,2.5,0.09,0.86,4.28,333.222,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:35.022,2.51,0.09,0.91,4.53,334.234,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:36.022,2.51,0.09,0.91,4.53,335.234,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:36.995,2.5,0.09,0.86,4.28,336.207,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:38.002,2.51,0.09,0.91,4.53,337.214,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:39.008,2.51,0.09,0.91,4.53,338.22,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:40.015,2.51,0.1,0.95,4.77,339.227,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:41.023,2.51,0.1,0.95,4.77,340.235,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:41.997,2.51,0.1,0.95,4.77,341.209,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
02:50:43.009,2.51,0.1,0.95,4.77,342.221,Attack,Cryptojacking,CoinIMP (CPU) (100%),Raspberry Pi 3B 1GB,ACS712,1
