Horodatage;Timestamp (s);Tension (V);Courant (A);Puissance (W)
2025-05-08 14:56:21;354.48;2.40;0.53;2.67
2025-05-08 14:56:22;355.58;2.39;0.57;2.84
2025-05-08 14:56:23;356.68;2.39;0.62;3.09
2025-05-08 14:56:24;357.78;2.41;0.47;2.35
2025-05-08 14:56:26;358.88;2.40;0.55;2.75
2025-05-08 14:56:27;359.99;2.39;0.57;2.84
2025-05-08 14:56:28;361.09;2.39;0.58;2.88
2025-05-08 14:56:29;362.19;2.41;0.46;2.31
2025-05-08 14:56:30;363.29;2.39;0.59;2.97
2025-05-08 14:56:31;364.39;2.39;0.58;2.92
2025-05-08 14:56:32;365.5;2.40;0.52;2.58
2025-05-08 14:56:33;366.6;2.39;0.58;2.88
