Horodatage;Temps relatif (s);CPU (%);RAM (Mo);RAM (%);Réseau (Ko/s);Température (°C)
2025-05-08 14:50:57;31.29;0.0;535.09;19.2;0.0;55.5
2025-05-08 14:50:58;32.3;0.5;535.09;19.2;0.087890625;56.0
2025-05-08 14:50:59;33.31;1.5;535.09;19.2;15.7333984375;56.0
2025-05-08 14:51:00;34.32;0.0;535.09;19.2;0.0;56.0
2025-05-08 14:51:01;35.33;0.0;535.34;19.2;0.064453125;56.0
2025-05-08 14:51:02;36.34;0.0;535.33;19.2;0.05078125;56.4
2025-05-08 14:51:03;37.34;0.0;535.33;19.2;0.087890625;55.5
2025-05-08 14:51:04;38.35;0.0;535.33;19.2;1.4140625;56.0
2025-05-08 14:51:05;39.36;0.5;535.33;19.2;0.1025390625;56.0
2025-05-08 14:51:06;40.37;0.0;535.33;19.2;0.0;55.0
2025-05-08 14:51:07;41.39;0.0;535.33;19.2;0.0;55.0
2025-05-08 14:51:08;42.4;0.0;535.32;19.2;0.087890625;56.4
2025-05-08 14:51:09;43.41;0.0;535.32;19.2;0.0;56.0
2025-05-08 14:51:10;44.41;1.0;535.32;19.2;0.0;55.5
2025-05-08 14:51:11;45.43;0.0;535.32;19.2;0.0;56.0
2025-05-08 14:51:12;46.43;0.0;535.32;19.2;0.0703125;55.5
2025-05-08 14:51:13;47.44;0.0;535.32;19.2;0.087890625;55.5
2025-05-08 14:51:14;48.45;0.0;535.32;19.2;0.0;56.4
2025-05-08 14:51:15;49.46;0.0;535.44;19.2;0.0703125;55.0
2025-05-08 14:51:16;50.47;0.0;535.44;19.2;0.0;55.5
2025-05-08 14:51:17;51.48;0.0;535.44;19.2;1.4140625;56.4
2025-05-08 14:51:18;52.49;0.0;535.44;19.2;0.6484375;56.0
2025-05-08 14:51:19;53.5;0.0;535.69;19.2;0.0;55.0
2025-05-08 14:51:20;54.51;0.0;535.69;19.2;0.0;56.0
2025-05-08 14:51:21;55.52;0.5;535.69;19.2;0.0;56.0
2025-05-08 14:51:22;56.53;0.0;535.69;19.2;0.0;55.5
2025-05-08 14:51:23;57.54;0.0;535.69;19.2;0.087890625;55.0
2025-05-08 14:51:24;58.55;2.5;535.69;19.2;0.0;55.0
2025-05-08 14:51:25;59.56;9.0;535.18;19.2;0.0;55.5
2025-05-08 14:51:26;60.56;29.7;535.39;19.3;0.0;56.0
2025-05-08 14:51:27;61.58;0.5;536.93;19.3;2.513671875;56.9
2025-05-08 14:51:28;62.58;0.0;537.11;19.3;0.203125;56.0
2025-05-08 14:51:29;63.59;56.5;543.34;19.7;1.4140625;57.4
2025-05-08 14:51:30;64.59;0.0;544.43;19.8;0.267578125;56.4
2025-05-08 14:51:31;65.6;0.0;544.93;19.8;0.23046875;56.4
2025-05-08 14:51:32;66.61;0.5;545.95;19.8;0.0;56.9
2025-05-08 14:51:33;67.62;34.0;541.92;19.7;0.087890625;56.9
2025-05-08 14:51:34;68.62;0.5;543.09;19.7;0.4609375;56.9
2025-05-08 14:51:35;69.63;0.5;543.58;19.7;0.1025390625;56.0
2025-05-08 14:51:36;70.63;0.0;543.83;19.8;0.0;56.9
2025-05-08 14:51:37;71.63;0.5;543.19;19.7;0.0;56.0
2025-05-08 14:51:38;72.64;0.5;539.41;19.4;0.087890625;56.9
2025-05-08 14:51:39;73.65;0.0;539.72;19.5;0.078125;56.0
2025-05-08 14:51:40;74.66;1.0;539.18;19.4;0.0;55.5
2025-05-08 14:51:41;75.67;0.0;539.16;19.4;0.0;56.4
2025-05-08 14:51:42;76.68;0.0;538.91;19.4;1.4140625;56.0
2025-05-08 14:51:43;77.69;0.5;538.91;19.4;0.318359375;55.5
2025-05-08 14:51:44;78.7;0.0;538.91;19.4;0.0;56.0
2025-05-08 14:51:45;79.71;0.0;538.91;19.4;0.0;56.0
2025-05-08 14:51:46;80.71;0.5;538.91;19.4;0.115234375;56.4
2025-05-08 14:51:47;81.72;0.0;538.91;19.4;0.0;55.5
2025-05-08 14:51:48;82.73;0.0;538.91;19.4;0.87890625;56.0
2025-05-08 14:51:49;83.74;0.5;538.91;19.4;1.78125;55.5
2025-05-08 14:51:50;84.75;0.0;538.91;19.4;0.0;56.0
2025-05-08 14:51:51;85.76;0.0;538.91;19.4;0.0;54.5
2025-05-08 14:51:52;86.77;1.0;538.91;19.4;0.0;56.0
2025-05-08 14:51:53;87.78;0.5;538.91;19.4;0.158203125;55.0
2025-05-08 14:51:54;88.79;0.0;538.91;19.4;0.0;55.0
2025-05-08 14:51:55;89.8;0.0;538.91;19.4;1.4140625;55.0
2025-05-08 14:51:56;90.81;0.0;538.91;19.4;0.0;55.5
2025-05-08 14:51:57;91.82;1.0;538.91;19.4;0.162109375;55.5
2025-05-08 14:51:58;92.83;0.0;538.91;19.4;0.087890625;55.5
2025-05-08 14:51:59;93.84;0.0;537.86;19.4;0.0;55.5
2025-05-08 14:52:00;94.84;1.0;538.21;19.2;0.0;55.5
2025-05-08 14:52:01;95.85;0.0;538.46;19.2;0.0;55.5
2025-05-08 14:52:02;96.86;0.0;538.46;19.2;0.0;55.5
2025-05-08 14:52:03;97.87;0.0;538.46;19.2;0.087890625;56.4
2025-05-08 14:52:04;98.88;0.0;538.46;19.2;0.0;56.4
2025-05-08 14:52:05;99.89;0.0;538.46;19.2;0.1025390625;55.5
2025-05-08 14:52:06;100.9;0.0;538.46;19.2;0.0;55.5
2025-05-08 14:52:07;101.91;0.5;538.45;19.2;1.57421875;55.5
2025-05-08 14:52:08;102.92;0.0;538.45;19.2;0.408203125;54.5
2025-05-08 14:52:10;103.93;0.0;538.45;19.2;0.0;56.0
2025-05-08 14:52:11;104.94;0.0;538.45;19.2;0.0;54.5
2025-05-08 14:52:12;105.95;0.0;538.45;19.2;0.0;54.5
2025-05-08 14:52:13;106.96;0.0;538.45;19.2;0.0;56.0
2025-05-08 14:52:14;107.97;0.0;538.45;19.2;0.203125;55.5
2025-05-08 14:52:15;108.98;0.0;538.45;19.2;0.0;54.5
2025-05-08 14:52:16;109.99;0.0;538.45;19.2;0.4072265625;55.0
2025-05-08 14:52:17;111.0;0.0;538.45;19.2;0.0;55.5
2025-05-08 14:52:18;112.0;0.0;538.45;19.2;0.0;55.0
2025-05-08 14:52:19;113.01;0.0;538.45;19.2;0.087890625;56.4
2025-05-08 14:52:20;114.02;0.0;538.44;19.2;0.23046875;55.5
2025-05-08 14:52:21;115.03;0.0;538.44;19.2;1.4140625;55.0
2025-05-08 14:52:22;116.04;0.0;538.44;19.2;0.0;55.0
2025-05-08 14:52:23;117.05;0.5;538.44;19.2;0.0;55.5
2025-05-08 14:52:24;118.06;0.0;538.44;19.2;0.087890625;55.5
2025-05-08 14:52:25;119.07;0.0;538.44;19.2;0.0;56.0
2025-05-08 14:52:26;120.08;0.0;538.44;19.2;0.0;55.0
2025-05-08 14:52:27;121.09;0.0;538.44;19.2;0.0;56.0
2025-05-08 14:52:28;122.1;0.0;538.44;19.2;0.0703125;54.5
2025-05-08 14:52:29;123.11;2.0;538.68;19.3;37.0126953125;55.5
2025-05-08 14:52:30;124.12;1.5;539.14;19.3;37.0478515625;54.5
2025-05-08 14:52:31;125.13;2.5;542.68;19.4;19.5869140625;55.5
2025-05-08 14:52:32;126.14;0.0;542.68;19.4;0.0703125;55.0
2025-05-08 14:52:33;127.15;3.0;542.67;19.4;0.0;55.0
2025-05-08 14:52:34;128.15;0.0;542.67;19.4;1.501953125;54.5
2025-05-08 14:52:35;129.16;1.5;542.67;19.4;0.1025390625;55.0
2025-05-08 14:52:36;130.17;0.0;542.67;19.4;0.0;55.5
2025-05-08 14:52:37;131.18;0.0;542.91;19.4;0.0;55.5
2025-05-08 14:52:38;132.19;24.9;543.66;19.5;0.08984375;56.0
2025-05-08 14:52:39;133.2;30.3;543.61;19.5;0.6484375;56.9
2025-05-08 14:52:40;134.2;11.6;542.75;19.5;0.0;56.4
2025-05-08 14:52:41;135.21;11.1;540.7;19.4;0.0;57.4
2025-05-08 14:52:42;136.22;11.6;540.14;19.4;0.0;56.9
2025-05-08 14:52:43;137.23;17.3;538.82;19.3;0.0;56.0
2025-05-08 14:52:44;138.24;16.4;538.52;19.3;0.087890625;57.4
2025-05-08 14:52:45;139.25;16.3;536.05;19.3;0.0;56.0
2025-05-08 14:52:46;140.26;18.3;536.91;19.3;25.1953125;56.4
2025-05-08 14:52:47;141.26;17.7;536.75;19.2;0.0;56.0
2025-05-08 14:52:48;142.27;16.4;536.11;19.2;0.0;56.4
2025-05-08 14:52:49;143.28;12.1;546.43;19.8;33.173828125;56.9
2025-05-08 14:52:50;144.29;0.0;548.3;19.8;32.6484375;56.4
2025-05-08 14:52:51;145.29;1.5;550.36;19.9;32.1171875;56.9
2025-05-08 14:52:52;146.29;0.5;536.6;19.5;0.0;55.5
2025-05-08 14:52:53;147.3;0.0;536.89;19.5;0.087890625;56.9
2025-05-08 14:52:54;148.3;0.5;537.27;19.5;0.0;56.0
2025-05-08 14:52:55;149.31;0.0;537.27;19.5;0.0;56.4
2025-05-08 14:52:56;150.32;0.0;537.27;19.5;0.0;56.0
2025-05-08 14:52:57;151.33;0.0;537.27;19.5;0.0;56.4
2025-05-08 14:52:58;152.34;0.5;537.27;19.5;0.203125;56.0
2025-05-08 14:52:59;153.35;0.0;537.3;19.5;1.4140625;55.0
2025-05-08 14:53:00;154.36;0.5;537.3;19.5;15.337890625;55.5
2025-05-08 14:53:01;155.37;0.5;537.3;19.5;0.0;55.5
2025-05-08 14:53:02;156.38;0.0;537.3;19.5;0.0;55.5
2025-05-08 14:53:03;157.39;0.0;537.3;19.5;0.166015625;55.5
2025-05-08 14:53:04;158.4;0.0;537.3;19.5;0.23046875;55.5
2025-05-08 14:53:05;159.41;0.0;537.3;19.5;0.1025390625;55.5
2025-05-08 14:53:06;160.42;0.5;537.3;19.5;0.0703125;56.4
2025-05-08 14:53:07;161.43;0.0;537.3;19.5;0.0;56.0
2025-05-08 14:53:08;162.44;0.0;537.3;19.5;0.087890625;56.4
2025-05-08 14:53:09;163.45;14.8;539.63;19.3;0.0703125;56.0
2025-05-08 14:53:10;164.45;37.1;542.7;19.8;0.0;56.9
2025-05-08 14:53:11;165.46;2.0;544.14;19.8;0.0;56.9
2025-05-08 14:53:12;166.47;0.0;544.7;19.8;1.734375;56.4
2025-05-08 14:53:13;167.47;0.0;544.95;19.8;0.248046875;56.9
2025-05-08 14:53:14;168.47;0.0;542.12;19.6;0.0;56.0
2025-05-08 14:53:15;169.48;1.0;542.0;19.5;7.9873046875;56.9
2025-05-08 14:53:16;170.49;21.7;540.21;19.6;41.234375;57.9
2025-05-08 14:53:17;171.49;36.7;542.65;19.7;29.0712890625;57.9
2025-05-08 14:53:18;172.5;11.2;547.37;19.8;0.087890625;57.4
2025-05-08 14:53:19;173.51;11.2;547.49;19.8;0.0;56.9
2025-05-08 14:53:20;174.51;10.7;544.07;19.6;0.0;57.4
2025-05-08 14:53:21;175.52;17.4;544.07;19.6;0.0;56.9
2025-05-08 14:53:22;176.52;18.7;544.56;19.6;0.0;57.4
2025-05-08 14:53:23;177.53;17.9;544.89;19.5;0.087890625;57.4
2025-05-08 14:53:24;178.54;16.9;545.05;19.5;1.4140625;57.9
2025-05-08 14:53:25;179.55;16.9;545.05;19.5;0.0;56.9
2025-05-08 14:53:26;180.56;14.7;544.64;19.5;0.267578125;56.9
2025-05-08 14:53:27;181.56;17.3;544.64;19.5;1.025390625;56.9
2025-05-08 14:53:28;182.57;16.1;544.64;19.5;1.806640625;56.4
2025-05-08 14:53:29;183.59;17.9;544.77;19.5;0.0;56.9
2025-05-08 14:53:30;184.6;16.1;544.87;19.5;13.8642578125;57.9
2025-05-08 14:53:31;185.61;17.0;544.72;19.5;0.23046875;57.4
2025-05-08 14:53:32;186.62;18.3;544.84;19.5;15.3359375;58.4
2025-05-08 14:53:33;187.63;17.4;544.75;19.5;0.087890625;57.4
2025-05-08 14:53:34;188.63;18.6;545.0;19.5;0.0;57.4
2025-05-08 14:53:35;189.64;15.5;545.0;19.5;0.1025390625;57.4
2025-05-08 14:53:36;190.65;15.1;548.68;19.9;43.06640625;56.9
2025-05-08 14:53:37;191.66;18.2;549.75;19.9;19.255859375;57.9
2025-05-08 14:53:38;192.66;0.5;551.27;20.0;30.849609375;56.9
2025-05-08 14:53:39;193.66;0.0;548.96;19.9;0.0;56.9
2025-05-08 14:53:40;194.67;0.5;543.41;19.7;0.06640625;57.4
2025-05-08 14:53:41;195.67;0.0;543.91;19.7;0.0;56.4
2025-05-08 14:53:42;196.68;0.5;543.22;19.6;0.162109375;57.4
2025-05-08 14:53:43;197.69;0.0;543.46;19.6;0.501953125;56.9
2025-05-08 14:53:44;198.7;0.5;543.46;19.6;0.56640625;56.9
2025-05-08 14:53:45;199.71;1.0;543.46;19.6;0.404296875;56.9
2025-05-08 14:53:46;200.72;0.0;542.77;19.6;0.38671875;55.5
2025-05-08 14:53:47;201.73;0.5;542.77;19.6;16.306640625;56.9
2025-05-08 14:53:48;202.74;0.0;542.12;19.5;0.810546875;56.9
2025-05-08 14:53:49;203.75;0.0;540.92;19.5;1.58203125;56.0
2025-05-08 14:53:50;204.76;0.5;540.61;19.5;3.287109375;56.4
2025-05-08 14:53:51;205.77;0.0;540.61;19.5;0.224609375;55.5
2025-05-08 14:53:52;206.78;0.5;540.54;19.5;1.171875;56.4
2025-05-08 14:53:53;207.79;0.0;540.54;19.5;0.087890625;56.0
2025-05-08 14:53:54;208.8;0.0;540.53;19.5;0.240234375;56.4
2025-05-08 14:53:55;209.81;0.0;540.53;19.5;0.0;56.4
2025-05-08 14:53:56;210.82;0.0;540.53;19.5;0.95703125;56.4
2025-05-08 14:53:57;211.82;0.0;540.28;19.5;0.162109375;56.4
2025-05-08 14:53:58;212.83;0.5;536.53;19.4;0.25;56.9
2025-05-08 14:53:59;213.84;0.0;536.77;19.4;0.72265625;55.5
2025-05-08 14:54:00;214.85;0.0;537.51;19.4;0.0;56.0
2025-05-08 14:54:01;215.86;0.0;537.51;19.4;0.162109375;56.9
2025-05-08 14:54:02;216.87;3.0;537.51;19.4;20.9189453125;56.0
2025-05-08 14:54:03;217.88;1.5;537.76;19.4;40.6669921875;56.4
2025-05-08 14:54:04;218.89;0.0;539.72;19.5;18.6298828125;55.5
2025-05-08 14:54:05;219.9;0.0;541.63;19.5;0.2646484375;56.9
2025-05-08 14:54:06;220.91;0.5;541.82;19.5;0.0;56.4
2025-05-08 14:54:07;221.92;0.0;545.12;19.4;0.162109375;55.5
2025-05-08 14:54:09;222.93;0.0;544.88;19.4;0.21484375;56.4
2025-05-08 14:54:10;223.94;0.5;544.88;19.4;0.162109375;56.4
2025-05-08 14:54:11;224.95;0.0;544.88;19.4;0.0;56.4
2025-05-08 14:54:12;225.96;0.0;544.87;19.4;0.228515625;56.0
2025-05-08 14:54:13;226.97;0.0;544.62;19.4;0.0;56.4
2025-05-08 14:54:14;227.98;0.5;544.62;19.4;0.474609375;56.0
2025-05-08 14:54:15;228.99;0.0;544.62;19.4;0.78515625;56.0
2025-05-08 14:54:16;230.0;0.5;544.62;19.4;1.80078125;56.0
2025-05-08 14:54:17;231.01;0.0;544.62;19.4;0.0;56.4
2025-05-08 14:54:18;232.02;0.5;544.62;19.4;0.162109375;56.0
2025-05-08 14:54:19;233.03;0.0;544.86;19.4;0.087890625;55.5
2025-05-08 14:54:20;234.04;1.0;544.86;19.4;15.931640625;56.4
2025-05-08 14:54:21;235.05;0.0;544.86;19.4;0.224609375;56.4
2025-05-08 14:54:22;236.05;0.5;545.11;19.4;0.38671875;55.5
2025-05-08 14:54:23;237.06;1.0;545.1;19.4;12.490234375;56.0
2025-05-08 14:54:24;238.07;0.5;545.09;19.4;32.896484375;56.0
2025-05-08 14:54:25;239.08;0.0;545.52;19.4;15.380859375;56.4
2025-05-08 14:54:26;240.09;1.5;542.58;19.4;30.990234375;56.9
2025-05-08 14:54:27;241.1;0.5;541.34;19.3;0.0;56.0
2025-05-08 14:54:28;242.11;0.0;541.19;19.3;0.162109375;56.0
2025-05-08 14:54:29;243.12;0.0;541.09;19.3;1.6171875;56.0
2025-05-08 14:54:30;244.13;1.0;539.63;19.3;7.32421875;56.0
2025-05-08 14:54:31;245.14;0.0;539.63;19.3;0.0;56.0
2025-05-08 14:54:32;246.15;0.0;539.63;19.3;0.162109375;56.0
2025-05-08 14:54:33;247.16;4.0;539.63;19.3;0.224609375;56.0
2025-05-08 14:54:34;248.17;21.7;539.62;19.4;0.474609375;56.4
2025-05-08 14:54:35;249.17;0.0;540.36;19.4;0.5576171875;56.0
2025-05-08 14:54:36;250.18;0.5;540.36;19.4;0.162109375;56.4
2025-05-08 14:54:37;251.18;0.0;540.36;19.4;0.0;56.0
2025-05-08 14:54:38;252.19;0.5;540.54;19.4;0.162109375;57.4
2025-05-08 14:54:39;253.19;0.5;540.51;19.3;0.087890625;56.4
2025-05-08 14:54:40;254.2;0.0;540.51;19.3;0.162109375;56.9
2025-05-08 14:54:41;255.21;0.0;540.51;19.3;1.4140625;56.0
2025-05-08 14:54:42;256.22;0.0;540.51;19.3;0.232421875;57.4
2025-05-08 14:54:43;257.23;0.0;540.51;19.3;0.650390625;56.4
2025-05-08 14:54:44;258.24;0.0;540.5;19.3;0.087890625;56.9
2025-05-08 14:54:45;259.25;0.0;540.5;19.3;0.0;56.9
2025-05-08 14:54:46;260.26;0.0;540.5;19.3;0.0;55.5
2025-05-08 14:54:47;261.26;0.0;540.5;19.3;0.0;55.5
2025-05-08 14:54:48;262.27;0.0;540.5;19.3;0.0;56.4
2025-05-08 14:54:49;263.28;0.0;540.5;19.3;0.087890625;55.5
2025-05-08 14:54:50;264.29;0.0;540.5;19.3;0.0;56.0
2025-05-08 14:54:51;265.3;0.0;540.5;19.3;0.162109375;56.4
2025-05-08 14:54:52;266.31;0.0;540.5;19.3;0.0;55.5
2025-05-08 14:54:53;267.32;0.0;540.5;19.3;0.087890625;56.0
2025-05-08 14:54:54;268.33;0.0;540.5;19.3;1.4140625;56.0
2025-05-08 14:54:55;269.34;0.0;540.5;19.3;0.291015625;56.0
2025-05-08 14:54:56;270.35;0.0;540.5;19.3;0.224609375;56.4
2025-05-08 14:54:57;271.36;0.0;540.5;19.3;0.224609375;56.0
2025-05-08 14:54:58;272.37;1.0;540.5;19.3;0.087890625;56.0
2025-05-08 14:54:59;273.38;0.0;540.5;19.3;0.0;56.9
2025-05-08 14:55:00;274.39;1.0;540.5;19.3;0.0;56.9
2025-05-08 14:55:01;275.4;1.0;540.48;19.3;0.0;56.4
2025-05-08 14:55:02;276.41;0.0;540.48;19.3;0.0;56.4
2025-05-08 14:55:03;277.42;0.0;540.48;19.3;0.087890625;55.5
2025-05-08 14:55:04;278.43;0.0;540.48;19.3;0.0;55.5
2025-05-08 14:55:05;279.43;1.0;540.48;19.3;0.1025390625;55.5
2025-05-08 14:55:06;280.44;0.0;540.48;19.3;0.0;55.0
2025-05-08 14:55:07;281.45;0.0;540.47;19.3;1.4140625;56.4
2025-05-08 14:55:08;282.46;0.5;540.47;19.3;0.087890625;56.0
2025-05-08 14:55:09;283.47;0.0;540.46;19.3;0.0;55.0
2025-05-08 14:55:10;284.48;0.0;540.46;19.3;0.0;56.0
2025-05-08 14:55:11;285.49;0.0;540.46;19.3;0.0;56.0
2025-05-08 14:55:12;286.5;0.0;540.46;19.3;0.0;56.0
2025-05-08 14:55:13;287.51;0.5;540.45;19.3;0.203125;55.5
2025-05-08 14:55:14;288.52;0.0;540.43;19.3;0.0;55.0
2025-05-08 14:55:15;289.53;0.0;540.43;19.3;0.0;56.0
2025-05-08 14:55:16;290.54;0.0;540.43;19.3;0.0;55.5
2025-05-08 14:55:17;291.55;0.5;540.43;19.3;0.224609375;56.0
2025-05-08 14:55:18;292.56;0.0;540.43;19.3;0.390625;56.0
2025-05-08 14:55:19;293.57;0.0;540.43;19.3;2.029296875;55.5
2025-05-08 14:55:20;294.57;0.0;540.43;19.3;0.3203125;56.4
2025-05-08 14:55:21;295.58;0.0;540.43;19.3;0.0;55.0
2025-05-08 14:55:22;296.59;0.0;540.43;19.3;0.0;55.0
2025-05-08 14:55:23;297.6;0.0;540.43;19.3;0.087890625;56.0
2025-05-08 14:55:24;298.61;0.0;540.43;19.3;0.0;56.0
2025-05-08 14:55:25;299.62;0.0;540.43;19.3;0.162109375;56.4
2025-05-08 14:55:26;300.63;0.5;540.43;19.3;0.0;55.5
2025-05-08 14:55:27;301.64;0.0;540.43;19.3;0.0;55.5
2025-05-08 14:55:28;302.65;0.0;540.43;19.3;1.056640625;55.0
2025-05-08 14:55:29;303.66;0.5;540.42;19.3;1.544921875;55.5
2025-05-08 14:55:30;304.67;0.0;540.42;19.3;0.0;56.0
2025-05-08 14:55:31;305.68;0.0;540.42;19.3;0.0;56.0
2025-05-08 14:55:32;306.69;0.0;540.42;19.3;1.4140625;55.5
2025-05-08 14:55:33;307.7;0.0;540.42;19.3;0.158203125;56.4
2025-05-08 14:55:34;308.71;0.0;540.42;19.3;0.0703125;55.0
2025-05-08 14:55:35;309.71;1.0;540.42;19.3;0.1025390625;54.5
2025-05-08 14:55:36;310.72;0.0;540.41;19.3;0.0;54.5
2025-05-08 14:55:37;311.73;0.0;540.41;19.3;0.0;56.0
2025-05-08 14:55:38;312.74;0.0;540.41;19.3;0.087890625;56.0
2025-05-08 14:55:39;313.75;0.0;540.41;19.3;0.224609375;55.5
2025-05-08 14:55:40;314.76;0.0;540.41;19.3;0.4921875;56.0
2025-05-08 14:55:41;315.77;0.0;540.41;19.3;0.455078125;55.5
2025-05-08 14:55:42;316.78;0.0;540.41;19.3;0.0;55.5
2025-05-08 14:55:43;317.79;0.0;540.41;19.3;0.087890625;55.5
2025-05-08 14:55:44;318.8;0.0;540.41;19.3;0.23046875;55.5
2025-05-08 14:55:45;319.81;0.0;540.41;19.3;1.48046875;55.5
2025-05-08 14:55:46;320.82;0.5;540.4;19.3;0.0;55.0
2025-05-08 14:55:47;321.83;0.0;540.4;19.3;0.0;55.5
2025-05-08 14:55:48;322.84;0.0;540.4;19.3;0.087890625;54.0
2025-05-08 14:55:49;323.85;0.0;540.4;19.3;0.0;54.0
2025-05-08 14:55:50;324.85;0.5;540.4;19.3;1.17578125;56.4
2025-05-08 14:55:51;325.86;0.0;540.4;19.3;1.36328125;55.5
2025-05-08 14:55:52;326.87;0.0;540.4;19.3;0.0;55.5
2025-05-08 14:55:53;327.88;0.0;540.39;19.3;0.318359375;56.0
2025-05-08 14:55:54;328.89;0.0;540.39;19.3;0.189453125;55.5
2025-05-08 14:55:55;329.9;0.0;540.39;19.3;0.0;56.0
2025-05-08 14:55:56;330.91;0.0;540.39;19.3;0.0;55.5
2025-05-08 14:55:57;331.92;0.5;540.39;19.3;1.576171875;55.0
2025-05-08 14:55:59;332.93;0.0;540.39;19.3;0.203125;56.0
2025-05-08 14:56:00;333.94;0.0;540.39;19.3;0.0;56.0
2025-05-08 14:56:01;334.95;0.0;540.39;19.3;0.30078125;54.5
2025-05-08 14:56:02;335.96;0.5;540.39;19.3;0.076171875;56.0
2025-05-08 14:56:03;336.96;0.0;540.39;19.3;1.109375;55.5
2025-05-08 14:56:04;337.97;0.0;540.39;19.3;0.884765625;55.5
2025-05-08 14:56:05;338.98;0.0;540.39;19.3;0.8935546875;55.5
2025-05-08 14:56:06;339.99;0.0;540.39;19.3;0.0;55.0
2025-05-08 14:56:07;341.0;0.0;540.39;19.3;0.560546875;55.0
2025-05-08 14:56:08;342.01;0.0;540.38;19.3;0.0;55.0
2025-05-08 14:56:09;343.02;0.0;540.38;19.3;13.52734375;55.0
2025-05-08 14:56:10;344.03;0.5;540.38;19.3;0.078125;55.5
2025-05-08 14:56:11;345.04;0.0;540.38;19.3;1.974609375;55.0
2025-05-08 14:56:12;346.05;0.0;540.38;19.3;0.236328125;55.5
2025-05-08 14:56:13;347.06;0.0;540.38;19.3;1.103515625;54.5
2025-05-08 14:56:14;348.07;0.0;540.38;19.3;0.087890625;55.5
2025-05-08 14:56:15;349.08;0.0;540.38;19.3;0.0;55.0
2025-05-08 14:56:16;350.09;0.0;540.38;19.3;0.0;54.0
2025-05-08 14:56:17;351.09;0.0;540.38;19.3;0.0703125;56.4
2025-05-08 14:56:18;352.1;0.0;540.38;19.3;0.0;54.5
2025-05-08 14:56:19;353.11;0.0;540.38;19.3;0.6484375;55.5
2025-05-08 14:56:20;354.12;0.0;540.37;19.3;0.0;55.0
2025-05-08 14:56:21;355.13;0.0;540.37;19.3;1.0908203125;54.0
2025-05-08 14:56:22;356.14;0.0;540.37;19.3;0.115234375;55.0
2025-05-08 14:56:23;357.15;0.0;540.37;19.3;0.291015625;55.0
2025-05-08 14:56:24;358.16;0.0;540.37;19.3;2.767578125;54.5
2025-05-08 14:56:25;359.17;0.0;540.37;19.3;0.224609375;54.5
2025-05-08 14:56:26;360.18;0.0;540.36;19.3;0.06640625;55.0
2025-05-08 14:56:27;361.19;0.5;540.61;19.3;0.0;55.0
2025-05-08 14:56:28;362.2;0.0;540.61;19.3;0.0;55.0
2025-05-08 14:56:29;363.21;0.0;540.61;19.3;0.947265625;55.0
2025-05-08 14:56:30;364.21;0.0;540.61;19.3;0.0;55.5
2025-05-08 14:56:31;365.22;0.0;540.61;19.3;0.0;55.5
