Timestamp;CPU Core #1 Temp (°C);CPU Core #2 Temp (°C);CPU Core #3 Temp (°C);CPU Core #4 Temp (°C);CPU Package Temp (°C);CPU Package Power (W);CPU Cores Power (W);CPU Graphics Power (W);CPU Total Load (%);RAM Load (%);GPU Core Temp (°C);GPU Core Load (%);GPU Memory Load (%)
2025-05-25 12:09:49;42,0 °C;41,0 °C;40,0 °C;40,0 °C;47,0 °C;4,1 W;1,1 W;0,1 W;0,8 %;58,3 %;46,0 °C;0,0 %;2,4 %
2025-05-25 12:09:51;41,0 °C;41,0 °C;41,0 °C;39,0 °C;47,0 °C;4,8 W;1,7 W;0,1 W;2,0 %;58,2 %;46,0 °C;0,0 %;2,4 %
2025-05-25 12:09:53;40,0 °C;41,0 °C;39,0 °C;41,0 °C;49,0 °C;3,8 W;0,9 W;0,1 W;0,9 %;58,3 %;46,0 °C;0,0 %;2,4 %
2025-05-25 12:09:55;41,0 °C;41,0 °C;40,0 °C;40,0 °C;47,0 °C;4,4 W;1,4 W;0,1 W;0,7 %;58,1 %;46,0 °C;0,0 %;2,4 %
2025-05-25 12:09:57;40,0 °C;41,0 °C;40,0 °C;40,0 °C;47,0 °C;4,1 W;1,0 W;0,1 W;0,7 %;58,1 %;45,0 °C;0,0 %;2,4 %
2025-05-25 12:09:59;45,0 °C;43,0 °C;41,0 °C;41,0 °C;47,0 °C;6,0 W;2,8 W;0,0 W;5,2 %;57,9 %;46,0 °C;0,0 %;2,4 %
2025-05-25 12:10:01;41,0 °C;43,0 °C;40,0 °C;41,0 °C;47,0 °C;6,5 W;3,4 W;0,0 W;5,7 %;57,9 %;46,0 °C;0,0 %;2,4 %
2025-05-25 12:10:03;40,0 °C;42,0 °C;40,0 °C;41,0 °C;47,0 °C;4,3 W;1,3 W;0,1 W;5,9 %;58,0 %;45,0 °C;0,0 %;2,4 %
2025-05-25 12:10:05;42,0 °C;42,0 °C;40,0 °C;41,0 °C;47,0 °C;7,7 W;4,2 W;0,0 W;7,7 %;58,0 %;46,0 °C;0,0 %;2,4 %
2025-05-25 12:10:07;40,0 °C;41,0 °C;39,0 °C;40,0 °C;46,0 °C;4,7 W;1,6 W;0,1 W;2,3 %;58,0 %;45,0 °C;0,0 %;2,4 %
2025-05-25 12:10:09;40,0 °C;41,0 °C;40,0 °C;40,0 °C;47,0 °C;4,5 W;1,4 W;0,1 W;2,5 %;58,0 %;45,0 °C;0,0 %;2,4 %
2025-05-25 12:10:11;41,0 °C;41,0 °C;40,0 °C;41,0 °C;47,0 °C;6,1 W;2,9 W;0,0 W;5,4 %;58,0 %;45,0 °C;0,0 %;2,4 %
2025-05-25 12:10:13;40,0 °C;40,0 °C;40,0 °C;39,0 °C;49,0 °C;4,3 W;1,3 W;0,1 W;0,8 %;58,0 %;45,0 °C;0,0 %;2,4 %
2025-05-25 12:10:16;42,0 °C;45,0 °C;41,0 °C;42,0 °C;47,0 °C;6,9 W;3,7 W;0,0 W;5,8 %;58,1 %;46,0 °C;0,0 %;2,4 %
