Timestamp,CPU Usage User (%),CPU Usage System (%),CPU Usage Wait (%),Processes Runnable,Processes Blocked,Process Switches,Process Forks,Process Execs,Network lo Received (Ko/s),Network eth0 Received (Ko/s),Network wlan0 Received (Ko/s),Network lo Sent (Ko/s),Network eth0 Sent (Ko/s),Network wlan0 Sent (Ko/s),Network Packet lo Received,Network Packet eth0 Received,Network Packet wlan0 Received,Network Packet lo Sent,Network Packet eth0 Sent,Network Packet wlan0 Sent,Disk mmcblk1 Usage (%),Disk mmcblk1p1 Usage (%),Disk mmcblk1p2 Usage (%),Disk mmcblk1 Read (Ko/s),Disk mmcblk1p1 Read (Ko/s),Disk mmcblk1p2 Read (Ko/s),Disk mmcblk1 Write (Ko/s),Disk mmcblk1p1 Write (Ko/s),Disk mmcblk1p2 Write (Ko/s),Disk mmcblk1 Block Size (Ko),Disk mmcblk1p1 Block Size (Ko),Disk mmcblk1p2 Block Size (Ko),Disk mmcblk1 Transfers,Disk mmcblk1p1 Transfers,Disk mmcblk1p2 Transfers,JFS dev Usage (%),JFS run Usage (%),JFS Usage (%),JFS boot/firmware Usage (%),Relative Time (s),CPU Usage (%),Memory Usage (%),Memory Active (%),Memory Buffers (%),Memory Cached (%),Memory Inactive (%),Mode,Attack Type,Attack,Host,Measurement,Run
15:41:22.000,0.9,2.8,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,0.0,3.700000000000003,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:23.000,0.0,0.0,0.0,1,0,76.8,0.0,0.0,0.0,0.0,0.1,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,1.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:24.000,0.0,0.0,0.0,1,0,35.9,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,2.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:25.000,0.0,0.0,0.0,1,0,30.9,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,3.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:26.000,0.0,0.0,0.0,1,0,92.8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,4.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:27.000,0.0,0.0,0.2,1,0,102.6,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8,0.0,59.8,20.0,0.0,20.0,3.0,0.0,3.0,0.0,0.2,7.7,28.0,5.0,0.20000000000000284,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:28.000,0.0,0.0,0.0,1,0,66.8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,6.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:29.000,0.0,0.0,0.0,1,0,33.9,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,7.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:30.000,0.0,0.0,0.0,1,0,77.8,0.0,0.0,0.0,0.0,0.1,-0.0,-0.0,-0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,8.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
15:41:31.000,0.0,0.0,0.0,1,0,64.9,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.7,28.0,9.0,0.0,7.52534854245881,1.7981622306717362,0.3538234051542037,3.833967046894803,2.9784537389100127,Idle,Denial of Service,MHDDoS (UDP),Raspberry Pi 4B 4GB,nmon,1
