Relative Time (s),CPU Temperature (°C),Mode,Attack Type,Attack,Host,Measurement,Run
269.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
270.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
271.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
272.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
273.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
274.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
275.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
276.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
277.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
278.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
279.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
280.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
281.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
282.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
283.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
284.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
285.0,41.381,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
286.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
287.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
288.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
289.0,41.868,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
290.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
291.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
292.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
293.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
294.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
295.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
296.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
297.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
298.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
299.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
300.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
301.0,41.868,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
302.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
303.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
304.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
305.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
306.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
307.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
308.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
309.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
310.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
311.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
312.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
313.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
314.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
315.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
316.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
317.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
318.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
319.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
320.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
321.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
322.0,42.842,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
323.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
324.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
325.0,42.355,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
326.0,43.816,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
327.0,43.329,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
328.0,45.277,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
329.0,46.251,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
330.0,45.764,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
331.0,45.764,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
332.0,46.251,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
333.0,47.225,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
334.0,45.764,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
335.0,47.712,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
336.0,47.712,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
337.0,47.712,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
338.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
339.0,48.199,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
340.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
341.0,49.173,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
342.0,49.173,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
343.0,49.66,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
344.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
345.0,51.121,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
346.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
347.0,49.66,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
348.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
349.0,50.634,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
350.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
351.0,51.608,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
352.0,51.608,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
353.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
354.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
355.0,51.608,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
356.0,51.608,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
357.0,50.634,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
358.0,51.608,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
359.0,51.121,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
360.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
361.0,52.095,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
362.0,53.069,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
363.0,52.582,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
364.0,51.608,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
365.0,53.069,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
366.0,52.582,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
367.0,51.121,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
368.0,52.095,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
369.0,52.095,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
370.0,52.582,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
371.0,51.608,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
372.0,51.121,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
373.0,49.173,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
374.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
375.0,50.147,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
376.0,49.66,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
377.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
378.0,49.173,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
379.0,49.173,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
380.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
381.0,48.199,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
382.0,49.173,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
383.0,49.173,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
384.0,47.712,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
385.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
386.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
387.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
388.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
389.0,48.199,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
390.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
391.0,47.712,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
392.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
393.0,48.686,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
394.0,47.712,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
395.0,48.199,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
396.0,48.199,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
397.0,47.225,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
398.0,48.199,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
399.0,48.199,Attack,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
400.0,47.712,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
401.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
402.0,48.686,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
403.0,48.686,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
404.0,47.712,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
405.0,47.712,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
406.0,47.712,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
407.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
408.0,47.712,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
409.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
410.0,47.712,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
411.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
412.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
413.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
414.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
415.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
416.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
417.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
418.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
419.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
420.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
421.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
422.0,47.712,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
423.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
424.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
425.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
426.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
427.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
428.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
429.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
430.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
431.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
432.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
433.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
434.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
435.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
436.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
437.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
438.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
439.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
440.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
441.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
442.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
443.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
444.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
445.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
446.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
447.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
448.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
449.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
450.0,47.225,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
451.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
452.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
453.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
454.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
455.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
456.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
457.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
458.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
459.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
460.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
461.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
462.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
463.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
464.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
465.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
466.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
467.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
468.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
469.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
470.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
471.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
472.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
473.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
474.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
475.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
476.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
477.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
478.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
479.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
480.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
481.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
482.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
483.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
484.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
485.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
486.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
487.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
488.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
489.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
490.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
491.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
492.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
493.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
494.0,46.251,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
495.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
496.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
497.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
498.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
499.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
500.0,43.816,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
501.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
502.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
503.0,46.738,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
504.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
505.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
506.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
507.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
508.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
509.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
510.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
511.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
512.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
513.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
514.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
515.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
516.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
517.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
518.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
519.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
520.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
521.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
522.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
523.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
524.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
525.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
526.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
527.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
528.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
529.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
530.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
531.0,45.764,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
532.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
533.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
534.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
535.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
536.0,44.79,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
537.0,44.303,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
538.0,45.277,Recovery,Denial of Service,GoldenEye (HTTP),Raspberry Pi 4B 4GB,System,1
