Timestamp,CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Temperature (°C),CPU Power (W),CPU Power Cores (W),CPU Graphics Power (W),GPU Temperature (°C),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
03:52:36.000,71.0,74.0,74.0,72.0,75.0,21.4,17.5,0.5,0.0,0.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:38.000,69.0,71.0,69.0,73.0,73.0,15.0,11.1,0.6,0.0,2.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:40.000,70.0,71.0,69.0,71.0,71.0,16.1,12.0,0.8,0.0,4.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:42.000,67.0,69.0,66.0,67.0,69.0,7.9,5.0,0.0,0.0,6.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:44.000,66.0,70.0,67.0,67.0,70.0,8.0,5.1,0.0,0.0,8.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:46.000,67.0,68.0,66.0,66.0,70.0,8.0,5.1,0.0,0.0,10.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:48.000,74.0,74.0,74.0,74.0,74.0,9.5,6.5,0.0,0.0,12.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:50.000,66.0,68.0,66.0,68.0,68.0,8.5,5.5,0.0,0.0,14.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:52.000,68.0,68.0,68.0,66.0,68.0,8.2,5.3,0.0,0.0,16.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:54.000,69.0,69.0,70.0,69.0,70.0,8.8,5.9,0.0,0.0,18.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:56.000,67.0,67.0,67.0,67.0,68.0,7.8,4.9,0.0,0.0,20.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:52:58.000,65.0,68.0,66.0,64.0,68.0,8.2,5.3,0.0,0.0,22.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:00.000,65.0,65.0,65.0,65.0,65.0,9.3,6.4,0.0,0.0,24.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:02.000,64.0,64.0,64.0,64.0,64.0,9.3,6.4,0.0,0.0,26.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:04.000,61.0,61.0,61.0,61.0,61.0,8.1,5.2,0.0,0.0,28.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:06.000,65.0,65.0,65.0,64.0,65.0,8.3,5.4,0.0,0.0,30.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:08.000,64.0,65.0,63.0,64.0,65.0,8.0,5.1,0.0,0.0,32.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:10.000,67.0,67.0,67.0,67.0,67.0,7.9,5.0,0.0,0.0,34.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:12.000,63.0,65.0,64.0,64.0,65.0,6.9,4.0,0.0,0.0,36.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:14.000,62.0,62.0,62.0,62.0,62.0,8.3,5.4,0.0,0.0,38.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:16.000,63.0,63.0,63.0,63.0,63.0,7.6,4.7,0.0,0.0,40.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:18.000,64.0,64.0,62.0,64.0,65.0,7.1,4.3,0.0,0.0,42.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
03:53:20.000,58.0,58.0,58.0,58.0,59.0,7.5,4.6,0.0,0.0,44.0,Attack,Cryptojacking,CoinIMP (CPU) (10%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
