Timestamp,CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Temperature (°C),CPU Power (W),CPU Power Cores (W),CPU Graphics Power (W),GPU Temperature (°C),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
04:52:40.000,72.0,74.0,70.0,71.0,74.0,29.3,24.3,0.8,0.0,0.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:42.000,73.0,74.0,70.0,72.0,73.0,22.5,18.1,0.5,0.0,2.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:44.000,68.0,71.0,68.0,69.0,71.0,23.6,19.1,0.5,0.0,4.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:46.000,72.0,75.0,71.0,72.0,75.0,24.3,20.1,0.2,0.0,6.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:48.000,73.0,75.0,72.0,72.0,75.0,24.1,20.2,0.0,0.0,8.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:50.000,68.0,70.0,67.0,68.0,71.0,20.0,16.2,0.0,0.0,10.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:52.000,73.0,74.0,72.0,72.0,74.0,20.7,16.9,0.0,0.0,12.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:54.000,71.0,72.0,69.0,70.0,72.0,23.9,19.6,0.3,0.0,14.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:56.000,74.0,77.0,69.0,73.0,77.0,21.8,17.9,0.0,0.0,16.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:52:58.000,73.0,76.0,74.0,72.0,76.0,19.8,16.0,0.0,0.0,18.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:00.000,71.0,73.0,73.0,74.0,75.0,18.2,14.6,0.0,0.0,20.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:02.000,69.0,72.0,69.0,73.0,73.0,22.6,18.6,0.0,0.0,22.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:04.000,69.0,69.0,67.0,68.0,72.0,20.5,16.7,0.0,0.0,24.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:06.000,70.0,71.0,67.0,70.0,74.0,22.2,18.4,0.0,0.0,26.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:08.000,76.0,77.0,72.0,73.0,77.0,24.0,20.0,0.0,0.0,28.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:10.000,75.0,77.0,74.0,74.0,77.0,22.4,18.5,0.0,0.0,30.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:12.000,76.0,78.0,75.0,75.0,78.0,21.0,17.1,0.0,0.0,32.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:14.000,73.0,75.0,75.0,72.0,77.0,27.9,23.9,0.0,0.0,34.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:16.000,71.0,72.0,77.0,71.0,77.0,23.2,19.3,0.0,0.0,36.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:18.000,76.0,75.0,74.0,72.0,76.0,24.3,20.3,0.0,0.0,38.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:20.000,76.0,77.0,75.0,75.0,77.0,24.2,20.2,0.0,0.0,40.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:22.000,75.0,75.0,74.0,74.0,75.0,18.7,14.9,0.0,0.0,42.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:24.000,77.0,73.0,71.0,70.0,76.0,17.4,13.7,0.0,0.0,44.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:26.000,71.0,72.0,69.0,70.0,74.0,24.0,20.1,0.0,0.0,46.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:28.000,75.0,74.0,71.0,72.0,76.0,21.9,18.0,0.0,0.0,48.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:30.000,71.0,73.0,70.0,71.0,74.0,19.3,15.5,0.0,0.0,50.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:32.000,78.0,78.0,79.0,77.0,79.0,25.3,21.4,0.0,0.0,52.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:34.000,73.0,73.0,69.0,71.0,75.0,23.6,19.7,0.0,0.0,54.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:36.000,72.0,74.0,71.0,71.0,74.0,22.1,18.2,0.0,0.0,56.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:38.000,77.0,78.0,71.0,74.0,78.0,23.5,19.6,0.0,0.0,58.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:40.000,72.0,72.0,69.0,71.0,72.0,21.3,17.4,0.0,0.0,60.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:42.000,77.0,78.0,78.0,75.0,78.0,23.8,19.8,0.0,0.0,62.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:44.000,76.0,77.0,77.0,76.0,77.0,21.7,17.8,0.0,0.0,64.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:46.000,77.0,78.0,72.0,72.0,78.0,19.1,15.3,0.0,0.0,66.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:48.000,72.0,72.0,71.0,72.0,75.0,21.0,17.2,0.0,0.0,68.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:50.000,76.0,78.0,76.0,76.0,78.0,24.3,20.5,0.0,0.0,70.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:52.000,75.0,77.0,75.0,76.0,78.0,20.4,16.7,0.0,0.0,72.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:54.000,76.0,74.0,78.0,77.0,78.0,22.5,18.7,0.0,0.0,74.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:56.000,72.0,74.0,76.0,73.0,77.0,18.2,14.6,0.0,0.0,76.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:53:58.000,78.0,79.0,76.0,77.0,79.0,23.6,19.6,0.0,0.0,78.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:00.000,72.0,74.0,73.0,73.0,76.0,22.5,18.7,0.0,0.0,80.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:02.000,75.0,79.0,75.0,76.0,79.0,19.4,15.7,0.0,0.0,82.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:04.000,77.0,78.0,77.0,77.0,78.0,21.5,17.8,0.0,0.0,84.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:06.000,75.0,74.0,78.0,73.0,78.0,21.2,17.4,0.0,0.0,86.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:08.000,70.0,71.0,69.0,71.0,71.0,16.3,12.7,0.0,0.0,88.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:10.000,69.0,71.0,68.0,72.0,74.0,17.5,13.8,0.0,0.0,90.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:12.000,78.0,79.0,78.0,78.0,79.0,23.2,19.3,0.0,0.0,92.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:14.000,73.0,74.0,72.0,73.0,76.0,21.8,18.0,0.0,0.0,94.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:16.000,73.0,75.0,72.0,73.0,76.0,20.7,16.9,0.0,0.0,96.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:18.000,71.0,72.0,68.0,71.0,72.0,18.6,14.9,0.0,0.0,98.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:20.000,74.0,75.0,77.0,77.0,77.0,17.9,14.3,0.0,0.0,100.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:23.000,76.0,78.0,76.0,76.0,78.0,21.4,17.7,0.0,0.0,103.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:25.000,76.0,78.0,71.0,75.0,78.0,19.6,15.9,0.0,0.0,105.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:27.000,78.0,79.0,76.0,77.0,78.0,22.7,18.9,0.0,0.0,107.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:29.000,72.0,73.0,70.0,71.0,73.0,17.9,14.2,0.0,0.0,109.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:31.000,73.0,75.0,72.0,73.0,74.0,13.7,10.2,0.0,0.0,111.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:33.000,77.0,79.0,76.0,76.0,80.0,21.1,17.3,0.0,0.0,113.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
04:54:35.000,70.0,74.0,71.0,72.0,73.0,22.7,18.8,0.0,0.0,115.0,Attack,Cryptojacking,CoinIMP (CPU) (50%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
