Timestamp,CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Temperature (°C),CPU Power (W),CPU Power Cores (W),CPU Graphics Power (W),GPU Temperature (°C),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
09:23:38.000,44.0,43.0,45.0,45.0,45.0,3.7,1.3,0.0,0.0,75.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:23:41.000,45.0,45.0,45.0,45.0,45.0,3.6,1.1,0.0,0.0,78.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:23:44.000,42.0,42.0,42.0,42.0,42.0,3.5,1.0,0.0,0.0,81.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:23:47.000,43.0,43.0,43.0,43.0,43.0,3.4,0.9,0.0,0.0,84.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:23:50.000,45.0,45.0,47.0,53.0,53.0,8.1,5.4,0.0,0.0,87.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:23:53.000,45.0,45.0,44.0,44.0,44.0,3.5,1.0,0.0,0.0,90.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:23:56.000,42.0,42.0,42.0,42.0,42.0,3.5,1.0,0.1,0.0,93.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:23:59.000,38.0,38.0,38.0,38.0,39.0,4.5,1.9,0.0,0.0,96.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:02.000,44.0,44.0,44.0,44.0,44.0,3.7,1.2,0.1,0.0,99.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:05.000,42.0,42.0,42.0,42.0,42.0,3.7,1.2,0.1,0.0,102.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:08.000,38.0,38.0,38.0,38.0,39.0,3.5,1.0,0.1,0.0,105.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:11.000,41.0,41.0,41.0,41.0,41.0,3.6,1.0,0.1,0.0,108.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:14.000,43.0,43.0,44.0,44.0,44.0,4.4,1.8,0.0,0.0,111.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:17.000,37.0,37.0,37.0,37.0,38.0,3.4,0.9,0.1,0.0,114.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:20.000,41.0,41.0,41.0,41.0,41.0,3.4,0.9,0.1,0.0,117.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:23.000,38.0,38.0,38.0,38.0,38.0,3.5,1.0,0.1,0.0,120.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:26.000,39.0,39.0,39.0,39.0,39.0,4.1,1.5,0.1,0.0,123.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:29.000,44.0,44.0,44.0,44.0,44.0,3.5,1.0,0.1,0.0,126.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:32.000,44.0,43.0,43.0,44.0,44.0,3.6,1.0,0.1,0.0,129.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:35.000,42.0,42.0,42.0,41.0,41.0,3.4,0.9,0.1,0.0,132.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:38.000,38.0,38.0,38.0,38.0,38.0,3.7,1.1,0.1,0.0,135.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:41.000,44.0,44.0,44.0,44.0,44.0,3.6,1.0,0.1,0.0,138.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:44.000,40.0,40.0,40.0,40.0,40.0,3.7,1.1,0.1,0.0,141.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:47.000,43.0,43.0,44.0,44.0,44.0,3.6,1.0,0.1,0.0,144.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:50.000,43.0,42.0,44.0,44.0,44.0,3.6,1.0,0.1,0.0,147.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:53.000,38.0,38.0,38.0,38.0,38.0,3.7,1.1,0.1,0.0,150.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:56.000,39.0,39.0,39.0,39.0,39.0,3.8,1.2,0.1,0.0,153.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:24:59.000,37.0,37.0,37.0,37.0,38.0,4.0,1.4,0.1,0.0,156.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:25:02.000,43.0,43.0,43.0,43.0,43.0,3.7,1.1,0.1,0.0,159.0,Idle,Cryptojacking,CoinIMP (CPU) (0%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
