Timestamp,CPU Temperature Core #1 (°C),CPU Temperature Core #2 (°C),CPU Temperature Core #3 (°C),CPU Temperature Core #4 (°C),CPU Temperature (°C),CPU Power (W),CPU Power Cores (W),CPU Graphics Power (W),GPU Temperature (°C),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
09:43:09.000,79.0,82.0,81.0,78.0,82.0,26.4,21.0,1.2,0.0,36.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:12.000,76.0,76.0,76.0,74.0,76.0,18.4,13.7,0.5,0.0,39.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:15.000,75.0,76.0,74.0,73.0,76.0,18.6,13.7,0.6,0.0,42.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:19.000,75.0,76.0,74.0,73.0,76.0,18.6,13.6,0.7,0.0,46.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:22.000,74.0,77.0,75.0,73.0,77.0,18.0,13.8,0.0,0.0,49.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:25.000,75.0,76.0,74.0,73.0,76.0,18.0,13.8,0.1,0.0,52.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:28.000,74.0,76.0,74.0,73.0,76.0,18.1,13.9,0.0,0.0,55.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:31.000,75.0,75.0,75.0,73.0,75.0,18.1,13.9,0.0,0.0,58.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:34.000,73.0,76.0,75.0,73.0,76.0,18.3,13.8,0.3,0.0,61.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:37.000,74.0,75.0,75.0,74.0,75.0,19.8,14.8,0.8,0.0,64.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:40.000,74.0,77.0,76.0,74.0,77.0,18.1,13.9,0.0,0.0,67.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:43.000,75.0,77.0,75.0,73.0,77.0,18.1,13.9,0.0,0.0,70.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:46.000,75.0,76.0,76.0,73.0,76.0,18.1,13.9,0.0,0.0,73.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:49.000,74.0,76.0,74.0,73.0,76.0,18.2,13.9,0.2,0.0,76.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:52.000,75.0,76.0,76.0,74.0,76.0,18.1,13.9,0.0,0.0,79.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:55.000,75.0,77.0,75.0,72.0,77.0,18.1,13.9,0.0,0.0,82.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:43:58.000,74.0,76.0,75.0,74.0,76.0,18.7,13.6,0.9,0.0,85.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:01.000,74.0,77.0,76.0,74.0,77.0,18.1,13.9,0.0,0.0,88.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:04.000,75.0,77.0,75.0,74.0,77.0,18.0,13.9,0.0,0.0,91.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:07.000,75.0,77.0,76.0,75.0,77.0,26.3,22.2,0.0,0.0,94.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:10.000,75.0,76.0,75.0,75.0,76.0,18.0,13.9,0.0,0.0,97.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:13.000,74.0,76.0,76.0,75.0,76.0,18.1,13.9,0.0,0.0,100.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:16.000,75.0,77.0,74.0,74.0,77.0,18.2,14.0,0.0,0.0,103.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:19.000,74.0,76.0,76.0,74.0,76.0,18.1,13.9,0.0,0.0,106.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:22.000,75.0,76.0,75.0,74.0,76.0,18.0,13.9,0.0,0.0,109.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:25.000,74.0,76.0,77.0,73.0,77.0,17.3,13.3,0.0,0.0,112.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:28.000,74.0,76.0,74.0,73.0,76.0,17.3,13.3,0.0,0.0,115.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:31.000,79.0,81.0,80.0,77.0,81.0,24.9,20.9,0.0,0.0,118.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:34.000,74.0,77.0,73.0,73.0,77.0,17.4,13.4,0.0,0.0,121.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:37.000,75.0,77.0,75.0,73.0,77.0,17.4,13.4,0.0,0.0,124.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:40.000,74.0,76.0,75.0,73.0,76.0,17.4,13.4,0.0,0.0,127.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:43.000,79.0,81.0,80.0,79.0,81.0,27.1,23.1,0.0,0.0,130.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:46.000,75.0,76.0,75.0,75.0,76.0,17.3,13.4,0.0,0.0,133.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:49.000,75.0,77.0,74.0,74.0,77.0,17.4,13.4,0.0,0.0,136.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:52.000,74.0,76.0,75.0,74.0,76.0,17.3,13.3,0.0,0.0,139.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:55.000,79.0,82.0,80.0,79.0,82.0,28.9,24.9,0.0,0.0,142.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:44:58.000,75.0,77.0,75.0,75.0,77.0,17.3,13.3,0.0,0.0,145.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:01.000,76.0,77.0,74.0,74.0,77.0,17.7,13.7,0.0,0.0,148.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:04.000,74.0,76.0,74.0,74.0,76.0,17.3,13.3,0.0,0.0,151.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:07.000,76.0,76.0,75.0,74.0,76.0,17.3,13.4,0.0,0.0,154.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:10.000,75.0,76.0,75.0,73.0,76.0,17.3,13.3,0.0,0.0,157.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:13.000,75.0,76.0,75.0,73.0,76.0,17.4,13.4,0.0,0.0,160.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:16.000,75.0,76.0,75.0,74.0,76.0,17.3,13.3,0.0,0.0,163.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:19.000,75.0,77.0,74.0,75.0,77.0,17.3,13.4,0.0,0.0,166.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:22.000,74.0,77.0,75.0,74.0,77.0,17.4,13.4,0.0,0.0,169.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:25.000,79.0,79.0,81.0,78.0,81.0,20.4,16.5,0.0,0.0,172.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:28.000,75.0,76.0,75.0,73.0,76.0,17.3,13.4,0.0,0.0,175.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:31.000,75.0,76.0,75.0,74.0,76.0,17.5,13.5,0.0,0.0,178.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:34.000,75.0,76.0,75.0,74.0,76.0,17.3,13.4,0.0,0.0,181.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:37.000,76.0,77.0,76.0,74.0,77.0,17.4,13.4,0.0,0.0,184.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:40.000,75.0,77.0,76.0,74.0,77.0,17.3,13.3,0.0,0.0,187.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:43.000,75.0,76.0,75.0,74.0,76.0,17.3,13.4,0.0,0.0,190.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:47.000,75.0,76.0,75.0,73.0,76.0,17.3,13.3,0.0,0.0,194.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:50.000,76.0,76.0,74.0,74.0,76.0,17.3,13.4,0.0,0.0,197.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:53.000,75.0,78.0,76.0,74.0,78.0,17.4,13.4,0.0,0.0,200.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:56.000,75.0,77.0,75.0,74.0,77.0,17.4,13.4,0.0,0.0,203.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:45:59.000,75.0,77.0,75.0,74.0,77.0,17.3,13.4,0.0,0.0,206.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:02.000,75.0,75.0,75.0,75.0,76.0,17.5,13.5,0.0,0.0,209.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:05.000,75.0,77.0,76.0,73.0,77.0,17.4,13.4,0.0,0.0,212.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:08.000,76.0,78.0,76.0,74.0,78.0,17.3,13.4,0.0,0.0,215.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:11.000,75.0,77.0,76.0,74.0,77.0,17.4,13.4,0.0,0.0,218.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:14.000,75.0,77.0,75.0,74.0,77.0,17.5,13.5,0.0,0.0,221.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:17.000,75.0,76.0,75.0,74.0,76.0,17.3,13.3,0.0,0.0,224.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:20.000,75.0,76.0,75.0,73.0,76.0,17.4,13.4,0.0,0.0,227.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:23.000,75.0,76.0,76.0,74.0,76.0,17.4,13.4,0.0,0.0,230.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:26.000,75.0,77.0,76.0,73.0,77.0,17.5,13.5,0.0,0.0,233.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:29.000,76.0,77.0,77.0,74.0,77.0,17.4,13.4,0.0,0.0,236.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:32.000,76.0,76.0,76.0,74.0,76.0,17.4,13.4,0.0,0.0,239.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:35.000,76.0,76.0,75.0,74.0,76.0,17.4,13.4,0.0,0.0,242.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:38.000,76.0,77.0,75.0,74.0,77.0,17.3,13.3,0.0,0.0,245.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:41.000,76.0,77.0,76.0,75.0,77.0,17.4,13.4,0.0,0.0,248.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:44.000,76.0,76.0,75.0,75.0,76.0,17.3,13.3,0.0,0.0,251.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:47.000,75.0,76.0,75.0,74.0,76.0,17.3,13.3,0.0,0.0,254.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:50.000,76.0,76.0,76.0,75.0,77.0,17.4,13.4,0.0,0.0,257.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:53.000,76.0,77.0,76.0,75.0,77.0,17.4,13.4,0.0,0.0,260.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:56.000,76.0,77.0,76.0,74.0,77.0,17.4,13.4,0.0,0.0,263.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:46:59.000,76.0,76.0,76.0,74.0,77.0,17.4,13.4,0.0,0.0,266.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:02.000,75.0,77.0,74.0,75.0,76.0,17.4,13.4,0.0,0.0,269.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:05.000,75.0,77.0,76.0,74.0,77.0,17.3,13.3,0.0,0.0,272.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:08.000,75.0,76.0,75.0,75.0,76.0,17.2,13.3,0.0,0.0,275.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:11.000,76.0,76.0,75.0,75.0,76.0,17.4,13.4,0.0,0.0,278.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:14.000,76.0,75.0,77.0,75.0,77.0,17.4,13.4,0.0,0.0,281.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:17.000,76.0,78.0,77.0,74.0,78.0,17.3,13.4,0.0,0.0,284.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:20.000,75.0,75.0,76.0,74.0,76.0,17.4,13.4,0.0,0.0,287.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:23.000,76.0,77.0,76.0,74.0,77.0,17.3,13.4,0.0,0.0,290.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:26.000,76.0,76.0,76.0,75.0,76.0,17.3,13.3,0.0,0.0,293.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:29.000,76.0,77.0,76.0,74.0,77.0,17.4,13.4,0.0,0.0,296.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:32.000,75.0,77.0,76.0,76.0,77.0,17.3,13.3,0.0,0.0,299.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:35.000,76.0,77.0,78.0,74.0,78.0,17.5,13.5,0.0,0.0,302.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:38.000,76.0,76.0,76.0,76.0,76.0,17.4,13.4,0.0,0.0,305.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:41.000,76.0,77.0,76.0,75.0,77.0,17.4,13.4,0.0,0.0,308.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:44.000,76.0,76.0,75.0,74.0,76.0,17.3,13.4,0.0,0.0,311.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:47.000,76.0,78.0,77.0,74.0,78.0,17.4,13.5,0.0,0.0,314.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:50.000,76.0,78.0,76.0,75.0,78.0,17.4,13.4,0.0,0.0,317.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:53.000,76.0,78.0,77.0,76.0,78.0,17.4,13.4,0.0,0.0,320.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:56.000,76.0,77.0,76.0,75.0,77.0,17.4,13.4,0.0,0.0,323.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:47:59.000,77.0,76.0,77.0,74.0,77.0,17.4,13.4,0.0,0.0,326.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:02.000,76.0,76.0,75.0,76.0,76.0,17.6,13.6,0.0,0.0,329.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:05.000,76.0,78.0,77.0,75.0,78.0,17.4,13.4,0.0,0.0,332.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:09.000,77.0,77.0,76.0,74.0,77.0,17.4,13.5,0.0,0.0,336.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:12.000,76.0,77.0,77.0,74.0,77.0,17.5,13.5,0.0,0.0,339.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:15.000,76.0,77.0,77.0,75.0,77.0,17.3,13.4,0.0,0.0,342.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:18.000,76.0,77.0,77.0,74.0,77.0,17.4,13.4,0.0,0.0,345.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:21.000,76.0,77.0,77.0,75.0,77.0,17.5,13.5,0.0,0.0,348.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:24.000,77.0,77.0,78.0,75.0,78.0,17.3,13.4,0.0,0.0,351.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:27.000,76.0,77.0,77.0,75.0,77.0,17.4,13.4,0.0,0.0,354.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:30.000,76.0,78.0,77.0,75.0,78.0,17.5,13.5,0.0,0.0,357.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:33.000,75.0,77.0,76.0,75.0,77.0,17.3,13.4,0.0,0.0,360.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:36.000,77.0,78.0,75.0,75.0,78.0,17.4,13.5,0.0,0.0,363.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:39.000,76.0,77.0,76.0,75.0,77.0,17.4,13.4,0.0,0.0,366.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:42.000,76.0,78.0,76.0,76.0,78.0,17.4,13.4,0.0,0.0,369.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:45.000,76.0,77.0,76.0,74.0,77.0,17.4,13.4,0.0,0.0,372.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:48.000,76.0,78.0,76.0,76.0,78.0,17.5,13.5,0.0,0.0,375.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:51.000,76.0,78.0,77.0,76.0,78.0,17.4,13.4,0.0,0.0,378.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:54.000,76.0,78.0,76.0,75.0,78.0,17.4,13.4,0.0,0.0,381.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:48:57.000,75.0,77.0,76.0,75.0,77.0,17.4,13.5,0.0,0.0,384.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:49:00.000,76.0,77.0,75.0,75.0,77.0,17.4,13.4,0.0,0.0,387.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:49:03.000,75.0,78.0,76.0,75.0,78.0,17.4,13.5,0.0,0.0,390.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
09:49:06.000,76.0,78.0,76.0,75.0,78.0,17.6,13.6,0.0,0.0,393.0,Attack,Cryptojacking,CoinIMP (CPU) (100%),ASUS Zenbook UX51VZ,Open Hardware Monitor,1
