Horodatage;Timestamp (s);Tension (V);Courant (A);Puissance (W)
2025-04-13 21:16:08;115.42;2.32;0.98;4.90
2025-04-13 21:16:09;116.52;2.32;0.96;4.80
2025-04-13 21:16:10;117.62;2.32;0.95;4.74
2025-04-13 21:16:11;118.72;2.32;0.95;4.74
2025-04-13 21:16:12;119.82;2.32;0.98;4.89
2025-04-13 21:16:13;120.92;2.30;1.09;5.43
2025-04-13 21:16:14;122.03;2.29;1.13;5.67
2025-04-13 21:16:15;123.13;2.29;1.11;5.57
2025-04-13 21:16:16;124.23;2.30;1.07;5.34
2025-04-13 21:16:17;125.33;2.30;1.08;5.38
2025-04-13 21:16:19;126.43;2.29;1.12;5.60
2025-04-13 21:16:20;127.54;2.30;1.09;5.43
2025-04-13 21:16:21;128.64;2.30;1.08;5.42
2025-04-13 21:16:22;129.74;2.29;1.12;5.61
2025-04-13 21:16:23;130.84;2.29;1.14;5.68
2025-04-13 21:16:24;131.94;2.29;1.12;5.60
2025-04-13 21:16:25;133.04;2.28;1.17;5.85
2025-04-13 21:16:26;134.14;2.24;1.41;7.04
2025-04-13 21:16:27;135.24;2.26;1.32;6.58
2025-04-13 21:16:28;136.35;2.28;1.19;5.94
2025-04-13 21:16:30;137.45;2.27;1.25;6.26
2025-04-13 21:16:31;138.55;2.28;1.18;5.89
2025-04-13 21:16:32;139.65;2.27;1.22;6.09
2025-04-13 21:16:33;140.75;2.28;1.21;6.04
2025-04-13 21:16:34;141.85;2.28;1.20;6.00
2025-04-13 21:16:35;142.96;2.27;1.22;6.09
2025-04-13 21:16:36;144.06;2.28;1.17;5.83
2025-04-13 21:16:37;145.16;2.28;1.18;5.89
2025-04-13 21:16:38;146.26;2.28;1.17;5.87
2025-04-13 21:16:39;147.36;2.28;1.18;5.92
2025-04-13 21:16:41;148.47;2.23;1.46;7.28
2025-04-13 21:16:42;149.57;2.25;1.38;6.88
2025-04-13 21:16:43;150.67;2.22;1.50;7.48
2025-04-13 21:16:44;151.77;2.27;1.23;6.17
2025-04-13 21:16:45;152.87;2.28;1.21;6.04
2025-04-13 21:16:46;153.97;2.27;1.25;6.25
2025-04-13 21:16:47;155.08;2.28;1.22;6.08
2025-04-13 21:16:48;156.18;2.28;1.21;6.05
2025-04-13 21:16:49;157.28;2.28;1.17;5.84
2025-04-13 21:16:51;158.38;2.29;1.14;5.69
2025-04-13 21:16:52;159.48;2.28;1.17;5.83
2025-04-13 21:16:53;160.59;2.28;1.17;5.83
2025-04-13 21:16:54;161.69;2.28;1.19;5.96
2025-04-13 21:16:55;162.79;2.29;1.15;5.73
2025-04-13 21:16:56;163.89;2.28;1.17;5.83
2025-04-13 21:16:57;164.99;2.29;1.14;5.68
2025-04-13 21:16:58;166.09;2.28;1.17;5.85
2025-04-13 21:16:59;167.2;2.29;1.14;5.68
2025-04-13 21:17:00;168.3;2.29;1.15;5.73
2025-04-13 21:17:02;169.4;2.28;1.17;5.83
2025-04-13 21:17:03;170.5;2.28;1.17;5.85
2025-04-13 21:17:04;171.6;2.28;1.17;5.87
2025-04-13 21:17:05;172.7;2.29;1.15;5.77
2025-04-13 21:17:06;173.81;2.27;1.23;6.16
2025-04-13 21:17:07;174.91;2.27;1.25;6.26
2025-04-13 21:17:08;176.01;2.28;1.19;5.93
2025-04-13 21:17:09;177.11;2.29;1.16;5.80
2025-04-13 21:17:10;178.21;2.28;1.18;5.88
2025-04-13 21:17:11;179.32;2.28;1.17;5.87
2025-04-13 21:17:13;180.42;2.27;1.24;6.21
2025-04-13 21:17:14;181.52;2.27;1.23;6.16
2025-04-13 21:17:15;182.62;2.30;1.10;5.52
2025-04-13 21:17:16;183.72;2.29;1.13;5.67
2025-04-13 21:17:17;184.82;2.29;1.12;5.60
2025-04-13 21:17:18;185.93;2.29;1.16;5.79
2025-04-13 21:17:19;187.03;2.29;1.13;5.64
2025-04-13 21:17:20;188.13;2.30;1.10;5.51
2025-04-13 21:17:21;189.23;2.30;1.11;5.53
2025-04-13 21:17:22;190.33;2.29;1.13;5.63
2025-04-13 21:17:24;191.43;2.29;1.11;5.57
2025-04-13 21:17:25;192.54;2.30;1.09;5.43
2025-04-13 21:17:26;193.64;2.28;1.18;5.90
2025-04-13 21:17:27;194.74;2.28;1.21;6.05
2025-04-13 21:17:28;195.84;2.28;1.20;6.00
2025-04-13 21:17:29;196.94;2.29;1.11;5.56
2025-04-13 21:17:30;198.05;2.29;1.13;5.64
2025-04-13 21:17:31;199.15;2.30;1.09;5.44
2025-04-13 21:17:32;200.25;2.28;1.19;5.97
2025-04-13 21:17:33;201.35;2.28;1.19;5.97
2025-04-13 21:17:35;202.45;2.28;1.21;6.04
2025-04-13 21:17:36;203.55;2.28;1.19;5.93
2025-04-13 21:17:37;204.66;2.30;1.11;5.53
2025-04-13 21:17:38;205.76;2.29;1.11;5.55
2025-04-13 21:17:39;206.86;2.30;1.10;5.52
2025-04-13 21:17:40;207.96;2.29;1.13;5.65
2025-04-13 21:17:41;209.06;2.29;1.15;5.73
2025-04-13 21:17:42;210.17;2.28;1.17;5.87
2025-04-13 21:17:43;211.27;2.28;1.18;5.90
2025-04-13 21:17:44;212.37;2.30;1.08;5.38
2025-04-13 21:17:46;213.47;2.29;1.13;5.64
2025-04-13 21:17:47;214.57;2.29;1.14;5.68
2025-04-13 21:17:48;215.67;2.28;1.18;5.92
2025-04-13 21:17:49;216.78;2.26;1.29;6.45
2025-04-13 21:17:50;217.88;2.28;1.18;5.88
2025-04-13 21:17:51;218.98;2.28;1.22;6.08
2025-04-13 21:17:52;220.08;2.28;1.18;5.90
2025-04-13 21:17:53;221.18;2.28;1.18;5.90
2025-04-13 21:17:54;222.29;2.27;1.24;6.20
2025-04-13 21:17:56;223.39;2.28;1.21;6.05
2025-04-13 21:17:57;224.49;2.28;1.18;5.88
2025-04-13 21:17:58;225.59;2.27;1.23;6.17
2025-04-13 21:17:59;226.69;2.27;1.23;6.13
2025-04-13 21:18:00;227.79;2.28;1.16;5.81
2025-04-13 21:18:01;228.9;2.29;1.13;5.65
2025-04-13 21:18:02;230.0;2.30;1.09;5.43
2025-04-13 21:18:03;231.1;2.31;1.02;5.10
2025-04-13 21:18:04;232.2;2.30;1.07;5.35
2025-04-13 21:18:05;233.3;2.28;1.20;6.01
2025-04-13 21:18:07;234.41;2.28;1.19;5.94
2025-04-13 21:18:08;235.51;2.32;0.99;4.94
2025-04-13 21:18:09;236.61;2.33;0.94;4.68
2025-04-13 21:18:10;237.71;2.33;0.93;4.66
2025-04-13 21:18:11;238.81;2.33;0.94;4.68
2025-04-13 21:18:12;239.91;2.33;0.92;4.60
2025-04-13 21:18:13;241.02;2.33;0.92;4.62
2025-04-13 21:18:14;242.12;2.32;0.96;4.78
2025-04-13 21:18:15;243.22;2.33;0.92;4.60
2025-04-13 21:18:16;244.32;2.33;0.92;4.58
2025-04-13 21:18:18;245.42;2.33;0.94;4.69
2025-04-13 21:18:19;246.52;2.34;0.86;4.29
2025-04-13 21:18:20;247.62;2.33;0.90;4.50
2025-04-13 21:18:21;248.72;2.33;0.94;4.69
2025-04-13 21:18:22;249.83;2.33;0.91;4.56
2025-04-13 21:18:23;250.93;2.34;0.89;4.45
2025-04-13 21:18:24;252.03;2.33;0.90;4.49
2025-04-13 21:18:25;253.13;2.33;0.92;4.60
2025-04-13 21:18:26;254.23;2.32;1.00;4.98
2025-04-13 21:18:27;255.34;2.33;0.91;4.53
2025-04-13 21:18:29;256.44;2.33;0.93;4.65
2025-04-13 21:18:30;257.54;2.33;0.93;4.64
2025-04-13 21:18:31;258.64;2.33;0.91;4.54
2025-04-13 21:18:32;259.74;2.33;0.91;4.57
2025-04-13 21:18:33;260.84;2.33;0.93;4.66
2025-04-13 21:18:34;261.95;2.32;0.99;4.94
2025-04-13 21:18:35;263.05;2.32;0.96;4.81
2025-04-13 21:18:36;264.15;2.33;0.92;4.61
2025-04-13 21:18:37;265.25;2.33;0.92;4.60
2025-04-13 21:18:38;266.35;2.34;0.86;4.31
2025-04-13 21:18:40;267.46;2.32;0.96;4.82
2025-04-13 21:18:41;268.56;2.34;0.86;4.32
2025-04-13 21:18:42;269.66;2.33;0.90;4.49
2025-04-13 21:18:43;270.76;2.31;1.05;5.26
2025-04-13 21:18:44;271.86;2.31;1.02;5.10
2025-04-13 21:18:45;272.96;2.32;1.00;4.98
2025-04-13 21:18:46;274.07;2.29;1.15;5.77
2025-04-13 21:18:47;275.17;2.32;0.97;4.87
2025-04-13 21:18:48;276.27;2.33;0.92;4.60
2025-04-13 21:18:49;277.37;2.33;0.89;4.46
2025-04-13 21:18:51;278.47;2.34;0.89;4.43
2025-04-13 21:18:52;279.57;2.33;0.89;4.46
2025-04-13 21:18:53;280.68;2.34;0.85;4.24
2025-04-13 21:18:54;281.78;2.33;0.90;4.49
2025-04-13 21:18:55;282.88;2.34;0.88;4.39
2025-04-13 21:18:56;283.98;2.33;0.91;4.57
2025-04-13 21:18:57;285.08;2.34;0.87;4.33
2025-04-13 21:18:58;286.19;2.34;0.86;4.31
2025-04-13 21:18:59;287.29;2.33;0.89;4.46
2025-04-13 21:19:01;288.39;2.34;0.88;4.39
2025-04-13 21:19:02;289.49;2.34;0.86;4.29
2025-04-13 21:19:03;290.59;2.34;0.87;4.36
2025-04-13 21:19:04;291.7;2.34;0.85;4.23
2025-04-13 21:19:05;292.8;2.33;0.90;4.49
2025-04-13 21:19:06;293.9;2.31;1.01;5.05
2025-04-13 21:19:07;295.0;2.33;0.92;4.61
2025-04-13 21:19:08;296.1;2.34;0.87;4.35
2025-04-13 21:19:09;297.2;2.34;0.87;4.35
2025-04-13 21:19:10;298.3;2.34;0.89;4.43
2025-04-13 21:19:12;299.41;2.33;0.94;4.72
2025-04-13 21:19:13;300.51;2.34;0.89;4.45
2025-04-13 21:19:14;301.61;2.32;0.96;4.81
2025-04-13 21:19:15;302.71;2.33;0.89;4.46
2025-04-13 21:19:16;303.81;2.34;0.88;4.40
2025-04-13 21:19:17;304.91;2.34;0.89;4.43
2025-04-13 21:19:18;306.02;2.33;0.91;4.53
2025-04-13 21:19:19;307.12;2.33;0.91;4.53
2025-04-13 21:19:20;308.22;2.33;0.90;4.48
2025-04-13 21:19:21;309.32;2.34;0.87;4.37
2025-04-13 21:19:23;310.42;2.33;0.93;4.66
2025-04-13 21:19:24;311.53;2.33;0.90;4.48
2025-04-13 21:19:25;312.63;2.34;0.87;4.37
2025-04-13 21:19:26;313.73;2.32;0.97;4.83
2025-04-13 21:19:27;314.83;2.33;0.93;4.64
2025-04-13 21:19:28;315.93;2.33;0.93;4.64
2025-04-13 21:19:29;317.04;2.33;0.94;4.69
2025-04-13 21:19:30;318.14;2.33;0.91;4.56
2025-04-13 21:19:31;319.24;2.32;0.98;4.89
2025-04-13 21:19:32;320.34;2.31;1.01;5.07
2025-04-13 21:19:34;321.44;2.32;0.97;4.87
2025-04-13 21:19:35;322.54;2.31;1.03;5.13
2025-04-13 21:19:36;323.65;2.32;0.96;4.78
2025-04-13 21:19:37;324.75;2.32;0.97;4.86
2025-04-13 21:19:38;325.85;2.34;0.85;4.27
2025-04-13 21:19:39;326.95;2.34;0.88;4.41
2025-04-13 21:19:40;328.05;2.32;0.97;4.86
2025-04-13 21:19:41;329.15;2.32;0.98;4.90
2025-04-13 21:19:42;330.26;2.33;0.91;4.54
2025-04-13 21:19:43;331.36;2.36;0.76;3.82
2025-04-13 21:19:45;332.46;2.34;0.86;4.29
2025-04-13 21:19:46;333.56;2.34;0.86;4.31
2025-04-13 21:19:47;334.66;2.33;0.89;4.46
2025-04-13 21:19:48;335.77;2.33;0.90;4.49
2025-04-13 21:19:49;336.87;2.35;0.83;4.17
2025-04-13 21:19:50;337.97;2.33;0.91;4.56
2025-04-13 21:19:51;339.07;2.34;0.89;4.44
2025-04-13 21:19:52;340.17;2.34;0.86;4.32
2025-04-13 21:19:53;341.27;2.33;0.90;4.48
2025-04-13 21:19:54;342.38;2.34;0.85;4.27
2025-04-13 21:19:56;343.48;2.33;0.91;4.56
2025-04-13 21:19:57;344.58;2.34;0.89;4.43
2025-04-13 21:19:58;345.68;2.33;0.91;4.57
2025-04-13 21:19:59;346.78;2.34;0.88;4.40
2025-04-13 21:20:00;347.88;2.32;0.95;4.77
2025-04-13 21:20:01;348.98;2.32;0.97;4.85
2025-04-13 21:20:02;350.08;2.34;0.87;4.33
2025-04-13 21:20:03;351.19;2.34;0.87;4.35
2025-04-13 21:20:04;352.29;2.34;0.87;4.33
2025-04-13 21:20:06;353.39;2.32;0.96;4.80
2025-04-13 21:20:07;354.49;2.32;1.00;4.98
