Timestamp;CPU Core #1;CPU Core #2;CPU Core #3;CPU Core #4;CPU Package;CPU Package Power;CPU Cores Power;CPU Graphics Power;GPU Core
2025-04-03 03:02:46;77,0 °C;77,0 °C;77,0 °C;74,0 °C;79,0 °C;20,1 W;16,5 W;0,0 W;0,0 °C
2025-04-03 03:02:48;76,0 °C;79,0 °C;77,0 °C;75,0 °C;79,0 °C;14,6 W;11,1 W;0,0 W;0,0 °C
2025-04-03 03:02:50;75,0 °C;76,0 °C;73,0 °C;73,0 °C;76,0 °C;15,2 W;11,6 W;0,0 W;0,0 °C
2025-04-03 03:02:52;77,0 °C;76,0 °C;73,0 °C;74,0 °C;78,0 °C;13,2 W;9,8 W;0,0 W;0,0 °C
2025-04-03 03:02:54;78,0 °C;73,0 °C;78,0 °C;72,0 °C;78,0 °C;14,6 W;11,2 W;0,0 W;0,0 °C
2025-04-03 03:02:56;77,0 °C;79,0 °C;77,0 °C;77,0 °C;79,0 °C;17,3 W;13,7 W;0,0 W;0,0 °C
2025-04-03 03:02:58;73,0 °C;72,0 °C;72,0 °C;73,0 °C;73,0 °C;13,5 W;10,1 W;0,0 W;0,0 °C
2025-04-03 03:03:00;76,0 °C;76,0 °C;76,0 °C;76,0 °C;76,0 °C;14,5 W;11,1 W;0,0 W;0,0 °C
2025-04-03 03:03:02;73,0 °C;74,0 °C;72,0 °C;76,0 °C;76,0 °C;13,4 W;10,0 W;0,0 W;0,0 °C
2025-04-03 03:03:04;76,0 °C;75,0 °C;72,0 °C;75,0 °C;77,0 °C;16,7 W;13,2 W;0,0 W;0,0 °C
2025-04-03 03:03:06;81,0 °C;76,0 °C;74,0 °C;75,0 °C;81,0 °C;20,4 W;16,7 W;0,0 W;0,0 °C
2025-04-03 03:03:08;77,0 °C;77,0 °C;76,0 °C;75,0 °C;77,0 °C;19,2 W;15,5 W;0,0 W;0,0 °C
2025-04-03 03:03:10;78,0 °C;80,0 °C;73,0 °C;77,0 °C;80,0 °C;14,3 W;10,9 W;0,0 W;0,0 °C
2025-04-03 03:03:12;78,0 °C;79,0 °C;77,0 °C;77,0 °C;79,0 °C;14,5 W;11,0 W;0,0 W;0,0 °C
2025-04-03 03:03:14;76,0 °C;74,0 °C;76,0 °C;75,0 °C;76,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:03:16;73,0 °C;75,0 °C;71,0 °C;73,0 °C;77,0 °C;14,8 W;11,3 W;0,0 W;0,0 °C
2025-04-03 03:03:18;74,0 °C;75,0 °C;74,0 °C;75,0 °C;78,0 °C;16,3 W;12,8 W;0,0 W;0,0 °C
2025-04-03 03:03:20;75,0 °C;76,0 °C;73,0 °C;73,0 °C;79,0 °C;16,0 W;12,5 W;0,0 W;0,0 °C
2025-04-03 03:03:22;74,0 °C;77,0 °C;73,0 °C;76,0 °C;78,0 °C;14,5 W;11,1 W;0,0 W;0,0 °C
2025-04-03 03:03:25;78,0 °C;79,0 °C;78,0 °C;78,0 °C;79,0 °C;16,8 W;13,2 W;0,0 W;0,0 °C
2025-04-03 03:03:27;78,0 °C;75,0 °C;72,0 °C;77,0 °C;78,0 °C;14,6 W;11,2 W;0,0 W;0,0 °C
2025-04-03 03:03:29;79,0 °C;80,0 °C;79,0 °C;78,0 °C;80,0 °C;17,8 W;14,1 W;0,0 W;0,0 °C
2025-04-03 03:03:31;80,0 °C;77,0 °C;73,0 °C;74,0 °C;80,0 °C;19,0 W;15,3 W;0,0 W;0,0 °C
2025-04-03 03:03:33;79,0 °C;80,0 °C;75,0 °C;78,0 °C;80,0 °C;15,4 W;11,9 W;0,0 W;0,0 °C
2025-04-03 03:03:35;73,0 °C;73,0 °C;72,0 °C;73,0 °C;75,0 °C;15,4 W;11,9 W;0,0 W;0,0 °C
2025-04-03 03:03:37;68,0 °C;68,0 °C;68,0 °C;68,0 °C;68,0 °C;17,2 W;13,7 W;0,0 W;0,0 °C
2025-04-03 03:03:39;78,0 °C;79,0 °C;78,0 °C;78,0 °C;79,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 03:03:41;73,0 °C;73,0 °C;71,0 °C;73,0 °C;73,0 °C;13,4 W;10,0 W;0,0 W;0,0 °C
2025-04-03 03:03:43;80,0 °C;80,0 °C;79,0 °C;79,0 °C;79,0 °C;17,9 W;14,3 W;0,0 W;0,0 °C
2025-04-03 03:03:45;75,0 °C;73,0 °C;73,0 °C;74,0 °C;75,0 °C;16,9 W;13,3 W;0,0 W;0,0 °C
2025-04-03 03:03:47;73,0 °C;74,0 °C;72,0 °C;74,0 °C;74,0 °C;16,0 W;12,4 W;0,0 W;0,0 °C
2025-04-03 03:03:49;74,0 °C;74,0 °C;72,0 °C;75,0 °C;77,0 °C;17,6 W;14,0 W;0,0 W;0,0 °C
2025-04-03 03:03:51;78,0 °C;80,0 °C;79,0 °C;78,0 °C;80,0 °C;19,0 W;15,4 W;0,0 W;0,0 °C
2025-04-03 03:03:53;74,0 °C;75,0 °C;72,0 °C;74,0 °C;76,0 °C;19,2 W;15,6 W;0,0 W;0,0 °C
2025-04-03 03:03:55;72,0 °C;73,0 °C;71,0 °C;72,0 °C;74,0 °C;13,9 W;10,4 W;0,0 W;0,0 °C
2025-04-03 03:03:57;79,0 °C;75,0 °C;78,0 °C;77,0 °C;78,0 °C;18,9 W;15,3 W;0,0 W;0,0 °C
2025-04-03 03:03:59;79,0 °C;75,0 °C;79,0 °C;77,0 °C;79,0 °C;16,4 W;12,8 W;0,0 W;0,0 °C
2025-04-03 03:04:01;78,0 °C;75,0 °C;78,0 °C;79,0 °C;79,0 °C;15,4 W;11,9 W;0,0 W;0,0 °C
2025-04-03 03:04:03;74,0 °C;80,0 °C;73,0 °C;78,0 °C;80,0 °C;18,6 W;15,0 W;0,0 W;0,0 °C
2025-04-03 03:04:05;76,0 °C;76,0 °C;76,0 °C;76,0 °C;76,0 °C;14,7 W;11,2 W;0,0 W;0,0 °C
2025-04-03 03:04:07;78,0 °C;78,0 °C;78,0 °C;78,0 °C;78,0 °C;16,1 W;12,5 W;0,0 W;0,0 °C
2025-04-03 03:04:09;73,0 °C;80,0 °C;76,0 °C;79,0 °C;79,0 °C;16,6 W;13,0 W;0,0 W;0,0 °C
2025-04-03 03:04:11;75,0 °C;75,0 °C;72,0 °C;73,0 °C;75,0 °C;16,3 W;12,7 W;0,0 W;0,0 °C
2025-04-03 03:04:13;77,0 °C;77,0 °C;77,0 °C;75,0 °C;80,0 °C;16,9 W;13,3 W;0,0 W;0,0 °C
2025-04-03 03:04:15;72,0 °C;73,0 °C;70,0 °C;73,0 °C;78,0 °C;17,8 W;14,1 W;0,0 W;0,0 °C
2025-04-03 03:04:17;78,0 °C;79,0 °C;78,0 °C;80,0 °C;80,0 °C;16,4 W;12,8 W;0,0 W;0,0 °C
2025-04-03 03:04:19;78,0 °C;81,0 °C;75,0 °C;75,0 °C;81,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 03:04:21;75,0 °C;76,0 °C;72,0 °C;74,0 °C;76,0 °C;17,3 W;13,8 W;0,0 W;0,0 °C
2025-04-03 03:04:23;72,0 °C;74,0 °C;71,0 °C;73,0 °C;76,0 °C;16,6 W;13,2 W;0,0 W;0,0 °C
2025-04-03 03:04:25;73,0 °C;79,0 °C;77,0 °C;77,0 °C;79,0 °C;16,7 W;13,1 W;0,0 W;0,0 °C
2025-04-03 03:04:27;73,0 °C;75,0 °C;71,0 °C;72,0 °C;75,0 °C;17,3 W;13,7 W;0,0 W;0,0 °C
2025-04-03 03:04:29;72,0 °C;73,0 °C;71,0 °C;73,0 °C;73,0 °C;15,3 W;11,8 W;0,0 W;0,0 °C
2025-04-03 03:04:31;72,0 °C;74,0 °C;72,0 °C;73,0 °C;75,0 °C;15,3 W;11,8 W;0,0 W;0,0 °C
2025-04-03 03:04:33;75,0 °C;81,0 °C;78,0 °C;75,0 °C;81,0 °C;16,0 W;12,5 W;0,0 W;0,0 °C
2025-04-03 03:04:35;73,0 °C;74,0 °C;71,0 °C;73,0 °C;74,0 °C;16,6 W;13,1 W;0,0 W;0,0 °C
2025-04-03 03:04:37;79,0 °C;78,0 °C;75,0 °C;77,0 °C;79,0 °C;16,0 W;12,5 W;0,0 W;0,0 °C
2025-04-03 03:04:39;77,0 °C;78,0 °C;76,0 °C;77,0 °C;78,0 °C;15,7 W;12,2 W;0,0 W;0,0 °C
2025-04-03 03:04:41;73,0 °C;77,0 °C;72,0 °C;77,0 °C;80,0 °C;13,4 W;9,9 W;0,0 W;0,0 °C
2025-04-03 03:04:43;72,0 °C;73,0 °C;70,0 °C;73,0 °C;74,0 °C;15,3 W;11,7 W;0,0 W;0,0 °C
2025-04-03 03:04:45;73,0 °C;73,0 °C;70,0 °C;73,0 °C;76,0 °C;15,9 W;12,4 W;0,0 W;0,0 °C
2025-04-03 03:04:47;75,0 °C;79,0 °C;72,0 °C;78,0 °C;79,0 °C;17,4 W;13,8 W;0,0 W;0,0 °C
2025-04-03 03:04:49;78,0 °C;80,0 °C;77,0 °C;78,0 °C;80,0 °C;16,7 W;13,2 W;0,0 W;0,0 °C
2025-04-03 03:04:51;73,0 °C;74,0 °C;72,0 °C;74,0 °C;77,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:04:53;72,0 °C;75,0 °C;72,0 °C;74,0 °C;78,0 °C;15,1 W;11,6 W;0,0 W;0,0 °C
2025-04-03 03:04:55;73,0 °C;75,0 °C;72,0 °C;72,0 °C;77,0 °C;15,1 W;11,6 W;0,0 W;0,0 °C
2025-04-03 03:04:57;76,0 °C;79,0 °C;74,0 °C;79,0 °C;80,0 °C;15,3 W;11,9 W;0,0 W;0,0 °C
2025-04-03 03:04:59;76,0 °C;76,0 °C;71,0 °C;72,0 °C;75,0 °C;14,0 W;10,5 W;0,0 W;0,0 °C
2025-04-03 03:05:01;77,0 °C;74,0 °C;71,0 °C;78,0 °C;78,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:05:03;77,0 °C;78,0 °C;72,0 °C;78,0 °C;78,0 °C;15,2 W;11,7 W;0,0 W;0,0 °C
2025-04-03 03:05:05;72,0 °C;73,0 °C;70,0 °C;72,0 °C;73,0 °C;13,7 W;10,2 W;0,0 W;0,0 °C
2025-04-03 03:05:07;76,0 °C;77,0 °C;76,0 °C;77,0 °C;78,0 °C;16,4 W;12,9 W;0,0 W;0,0 °C
2025-04-03 03:05:09;72,0 °C;73,0 °C;72,0 °C;73,0 °C;76,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 03:05:11;79,0 °C;76,0 °C;76,0 °C;73,0 °C;79,0 °C;14,3 W;10,9 W;0,0 W;0,0 °C
2025-04-03 03:05:13;74,0 °C;73,0 °C;71,0 °C;72,0 °C;73,0 °C;16,4 W;12,8 W;0,0 W;0,0 °C
2025-04-03 03:05:15;72,0 °C;73,0 °C;70,0 °C;72,0 °C;73,0 °C;14,2 W;10,8 W;0,0 W;0,0 °C
2025-04-03 03:05:17;77,0 °C;73,0 °C;76,0 °C;78,0 °C;78,0 °C;15,8 W;12,3 W;0,0 W;0,0 °C
2025-04-03 03:05:19;73,0 °C;79,0 °C;77,0 °C;78,0 °C;79,0 °C;19,3 W;15,6 W;0,0 W;0,0 °C
2025-04-03 03:05:21;74,0 °C;74,0 °C;71,0 °C;73,0 °C;76,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:05:23;72,0 °C;74,0 °C;75,0 °C;74,0 °C;78,0 °C;16,0 W;12,5 W;0,0 W;0,0 °C
2025-04-03 03:05:25;77,0 °C;78,0 °C;76,0 °C;77,0 °C;78,0 °C;14,6 W;11,1 W;0,0 W;0,0 °C
2025-04-03 03:05:27;77,0 °C;76,0 °C;80,0 °C;74,0 °C;80,0 °C;17,8 W;14,3 W;0,0 W;0,0 °C
2025-04-03 03:05:29;73,0 °C;74,0 °C;72,0 °C;73,0 °C;75,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:05:31;73,0 °C;79,0 °C;78,0 °C;78,0 °C;79,0 °C;15,5 W;12,0 W;0,0 W;0,0 °C
2025-04-03 03:05:33;73,0 °C;75,0 °C;74,0 °C;73,0 °C;78,0 °C;15,7 W;12,1 W;0,0 W;0,0 °C
2025-04-03 03:05:35;73,0 °C;75,0 °C;73,0 °C;73,0 °C;75,0 °C;14,2 W;10,7 W;0,0 W;0,0 °C
2025-04-03 03:05:37;72,0 °C;73,0 °C;72,0 °C;73,0 °C;75,0 °C;13,6 W;10,0 W;0,0 W;0,0 °C
2025-04-03 03:05:39;73,0 °C;72,0 °C;70,0 °C;72,0 °C;73,0 °C;15,6 W;12,1 W;0,0 W;0,0 °C
2025-04-03 03:05:41;74,0 °C;79,0 °C;74,0 °C;76,0 °C;79,0 °C;13,1 W;9,8 W;0,0 W;0,0 °C
2025-04-03 03:05:43;72,0 °C;72,0 °C;72,0 °C;72,0 °C;73,0 °C;16,8 W;13,2 W;0,0 W;0,0 °C
2025-04-03 03:05:45;72,0 °C;72,0 °C;72,0 °C;72,0 °C;72,0 °C;16,1 W;12,6 W;0,0 W;0,0 °C
2025-04-03 03:05:47;73,0 °C;78,0 °C;79,0 °C;78,0 °C;79,0 °C;16,3 W;12,7 W;0,0 W;0,0 °C
2025-04-03 03:05:49;75,0 °C;80,0 °C;78,0 °C;74,0 °C;80,0 °C;16,1 W;12,6 W;0,0 W;0,0 °C
2025-04-03 03:05:51;78,0 °C;79,0 °C;76,0 °C;73,0 °C;79,0 °C;16,6 W;13,0 W;0,0 W;0,0 °C
2025-04-03 03:05:53;78,0 °C;78,0 °C;77,0 °C;75,0 °C;78,0 °C;16,6 W;13,0 W;0,0 W;0,0 °C
2025-04-03 03:05:55;72,0 °C;72,0 °C;72,0 °C;72,0 °C;73,0 °C;13,0 W;9,7 W;0,0 W;0,0 °C
2025-04-03 03:05:57;79,0 °C;77,0 °C;72,0 °C;78,0 °C;79,0 °C;18,7 W;15,0 W;0,0 W;0,0 °C
2025-04-03 03:05:59;78,0 °C;75,0 °C;76,0 °C;73,0 °C;77,0 °C;15,5 W;12,0 W;0,0 W;0,0 °C
2025-04-03 03:06:02;72,0 °C;73,0 °C;71,0 °C;73,0 °C;74,0 °C;17,0 W;13,4 W;0,0 W;0,0 °C
2025-04-03 03:06:04;72,0 °C;73,0 °C;71,0 °C;72,0 °C;74,0 °C;17,0 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:06:06;73,0 °C;73,0 °C;72,0 °C;73,0 °C;75,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:06:08;74,0 °C;76,0 °C;73,0 °C;74,0 °C;77,0 °C;18,2 W;14,6 W;0,0 W;0,0 °C
2025-04-03 03:06:10;78,0 °C;80,0 °C;73,0 °C;74,0 °C;80,0 °C;21,0 W;17,3 W;0,0 W;0,0 °C
2025-04-03 03:06:12;74,0 °C;74,0 °C;70,0 °C;73,0 °C;74,0 °C;15,9 W;12,4 W;0,0 W;0,0 °C
2025-04-03 03:06:14;74,0 °C;73,0 °C;71,0 °C;73,0 °C;74,0 °C;16,1 W;12,6 W;0,0 W;0,0 °C
2025-04-03 03:06:16;74,0 °C;77,0 °C;79,0 °C;75,0 °C;79,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 03:06:18;73,0 °C;79,0 °C;76,0 °C;77,0 °C;79,0 °C;13,7 W;10,3 W;0,0 W;0,0 °C
2025-04-03 03:06:20;71,0 °C;73,0 °C;71,0 °C;72,0 °C;74,0 °C;17,0 W;13,4 W;0,0 W;0,0 °C
2025-04-03 03:06:22;76,0 °C;78,0 °C;79,0 °C;77,0 °C;79,0 °C;18,6 W;14,9 W;0,0 W;0,0 °C
2025-04-03 03:06:24;73,0 °C;73,0 °C;73,0 °C;71,0 °C;74,0 °C;15,2 W;11,7 W;0,0 W;0,0 °C
2025-04-03 03:06:26;72,0 °C;74,0 °C;70,0 °C;72,0 °C;74,0 °C;15,2 W;11,7 W;0,0 W;0,0 °C
2025-04-03 03:06:28;77,0 °C;77,0 °C;77,0 °C;74,0 °C;77,0 °C;15,9 W;12,4 W;0,0 W;0,0 °C
2025-04-03 03:06:30;74,0 °C;74,0 °C;72,0 °C;75,0 °C;76,0 °C;17,4 W;13,8 W;0,0 W;0,0 °C
2025-04-03 03:06:32;72,0 °C;74,0 °C;73,0 °C;73,0 °C;76,0 °C;15,1 W;11,6 W;0,0 W;0,0 °C
2025-04-03 03:06:34;74,0 °C;76,0 °C;75,0 °C;75,0 °C;76,0 °C;13,9 W;10,5 W;0,0 W;0,0 °C
2025-04-03 03:06:36;73,0 °C;75,0 °C;73,0 °C;73,0 °C;77,0 °C;17,4 W;13,9 W;0,0 W;0,0 °C
2025-04-03 03:06:38;74,0 °C;75,0 °C;73,0 °C;73,0 °C;76,0 °C;18,2 W;14,6 W;0,0 W;0,0 °C
2025-04-03 03:06:40;70,0 °C;70,0 °C;70,0 °C;70,0 °C;72,0 °C;11,9 W;8,6 W;0,0 W;0,0 °C
2025-04-03 03:06:42;76,0 °C;73,0 °C;76,0 °C;72,0 °C;76,0 °C;18,1 W;14,5 W;0,0 W;0,0 °C
2025-04-03 03:06:44;73,0 °C;73,0 °C;72,0 °C;73,0 °C;75,0 °C;16,3 W;12,8 W;0,0 W;0,0 °C
2025-04-03 03:06:46;72,0 °C;72,0 °C;71,0 °C;71,0 °C;75,0 °C;14,0 W;10,6 W;0,0 W;0,0 °C
2025-04-03 03:06:48;72,0 °C;73,0 °C;71,0 °C;72,0 °C;73,0 °C;15,5 W;11,9 W;0,0 W;0,0 °C
2025-04-03 03:06:50;73,0 °C;75,0 °C;73,0 °C;73,0 °C;77,0 °C;19,3 W;15,6 W;0,0 W;0,0 °C
2025-04-03 03:06:52;75,0 °C;75,0 °C;72,0 °C;73,0 °C;75,0 °C;16,5 W;13,0 W;0,0 W;0,0 °C
2025-04-03 03:06:54;73,0 °C;79,0 °C;73,0 °C;78,0 °C;79,0 °C;17,0 W;13,4 W;0,0 W;0,0 °C
2025-04-03 03:06:56;73,0 °C;76,0 °C;73,0 °C;72,0 °C;78,0 °C;17,5 W;14,0 W;0,0 W;0,0 °C
2025-04-03 03:06:58;78,0 °C;75,0 °C;73,0 °C;78,0 °C;78,0 °C;15,8 W;12,4 W;0,0 W;0,0 °C
2025-04-03 03:07:00;77,0 °C;80,0 °C;72,0 °C;72,0 °C;79,0 °C;17,9 W;14,3 W;0,0 W;0,0 °C
2025-04-03 03:07:02;78,0 °C;80,0 °C;77,0 °C;78,0 °C;80,0 °C;20,9 W;17,1 W;0,0 W;0,0 °C
2025-04-03 03:07:04;78,0 °C;77,0 °C;73,0 °C;77,0 °C;78,0 °C;17,6 W;14,1 W;0,0 W;0,0 °C
2025-04-03 03:07:06;72,0 °C;72,0 °C;72,0 °C;72,0 °C;73,0 °C;14,2 W;10,8 W;0,0 W;0,0 °C
2025-04-03 03:07:08;74,0 °C;73,0 °C;72,0 °C;73,0 °C;74,0 °C;14,1 W;10,7 W;0,0 W;0,0 °C
2025-04-03 03:07:10;73,0 °C;73,0 °C;73,0 °C;73,0 °C;73,0 °C;14,2 W;10,7 W;0,0 W;0,0 °C
2025-04-03 03:07:12;73,0 °C;75,0 °C;73,0 °C;73,0 °C;75,0 °C;13,7 W;10,3 W;0,0 W;0,0 °C
2025-04-03 03:07:14;73,0 °C;74,0 °C;70,0 °C;71,0 °C;74,0 °C;15,3 W;11,8 W;0,0 W;0,0 °C
2025-04-03 03:07:16;76,0 °C;79,0 °C;76,0 °C;76,0 °C;79,0 °C;15,1 W;11,7 W;0,0 W;0,0 °C
2025-04-03 03:07:18;73,0 °C;75,0 °C;72,0 °C;72,0 °C;78,0 °C;18,4 W;14,7 W;0,0 W;0,0 °C
2025-04-03 03:07:20;74,0 °C;73,0 °C;70,0 °C;72,0 °C;74,0 °C;16,1 W;12,6 W;0,0 W;0,0 °C
2025-04-03 03:07:22;71,0 °C;71,0 °C;71,0 °C;71,0 °C;71,0 °C;17,6 W;14,0 W;0,0 W;0,0 °C
2025-04-03 03:07:24;74,0 °C;73,0 °C;73,0 °C;72,0 °C;76,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:07:26;73,0 °C;73,0 °C;72,0 °C;72,0 °C;75,0 °C;15,2 W;11,8 W;0,0 W;0,0 °C
2025-04-03 03:07:28;79,0 °C;76,0 °C;73,0 °C;73,0 °C;79,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
2025-04-03 03:07:30;73,0 °C;74,0 °C;71,0 °C;73,0 °C;75,0 °C;15,4 W;11,9 W;0,0 W;0,0 °C
2025-04-03 03:07:32;72,0 °C;73,0 °C;72,0 °C;72,0 °C;75,0 °C;14,8 W;11,4 W;0,0 W;0,0 °C
2025-04-03 03:07:34;73,0 °C;73,0 °C;70,0 °C;72,0 °C;73,0 °C;15,3 W;11,8 W;0,0 W;0,0 °C
2025-04-03 03:07:36;74,0 °C;74,0 °C;71,0 °C;73,0 °C;75,0 °C;14,7 W;11,3 W;0,0 W;0,0 °C
2025-04-03 03:07:38;72,0 °C;73,0 °C;72,0 °C;73,0 °C;74,0 °C;17,8 W;14,2 W;0,0 W;0,0 °C
2025-04-03 03:07:40;72,0 °C;75,0 °C;71,0 °C;72,0 °C;75,0 °C;18,2 W;14,6 W;0,0 W;0,0 °C
2025-04-03 03:07:42;76,0 °C;78,0 °C;76,0 °C;76,0 °C;78,0 °C;14,2 W;10,8 W;0,0 W;0,0 °C
2025-04-03 03:07:44;72,0 °C;75,0 °C;71,0 °C;73,0 °C;76,0 °C;17,6 W;14,0 W;0,0 W;0,0 °C
2025-04-03 03:07:46;74,0 °C;75,0 °C;78,0 °C;79,0 °C;79,0 °C;16,1 W;12,6 W;0,0 W;0,0 °C
2025-04-03 03:07:48;77,0 °C;76,0 °C;74,0 °C;73,0 °C;79,0 °C;15,1 W;11,6 W;0,0 W;0,0 °C
2025-04-03 03:07:50;74,0 °C;74,0 °C;73,0 °C;73,0 °C;74,0 °C;16,1 W;12,6 W;0,0 W;0,0 °C
