Timestamp;CPU Core #1;CPU Core #2;CPU Core #3;CPU Core #4;CPU Package;CPU Package Power;CPU Cores Power;CPU Graphics Power;GPU Core
2025-04-03 04:53:32;78,0 °C;78,0 °C;79,0 °C;77,0 °C;79,0 °C;25,3 W;21,4 W;0,0 W;0,0 °C
2025-04-03 04:53:34;73,0 °C;73,0 °C;69,0 °C;71,0 °C;75,0 °C;23,6 W;19,7 W;0,0 W;0,0 °C
2025-04-03 04:53:36;72,0 °C;74,0 °C;71,0 °C;71,0 °C;74,0 °C;22,1 W;18,2 W;0,0 W;0,0 °C
2025-04-03 04:53:38;77,0 °C;78,0 °C;71,0 °C;74,0 °C;78,0 °C;23,5 W;19,6 W;0,0 W;0,0 °C
2025-04-03 04:53:40;72,0 °C;72,0 °C;69,0 °C;71,0 °C;72,0 °C;21,3 W;17,4 W;0,0 W;0,0 °C
2025-04-03 04:53:42;77,0 °C;78,0 °C;78,0 °C;75,0 °C;78,0 °C;23,8 W;19,8 W;0,0 W;0,0 °C
2025-04-03 04:53:44;76,0 °C;77,0 °C;77,0 °C;76,0 °C;77,0 °C;21,7 W;17,8 W;0,0 W;0,0 °C
2025-04-03 04:53:46;77,0 °C;78,0 °C;72,0 °C;72,0 °C;78,0 °C;19,1 W;15,3 W;0,0 W;0,0 °C
2025-04-03 04:53:48;72,0 °C;72,0 °C;71,0 °C;72,0 °C;75,0 °C;21,0 W;17,2 W;0,0 W;0,0 °C
2025-04-03 04:53:50;76,0 °C;78,0 °C;76,0 °C;76,0 °C;78,0 °C;24,3 W;20,5 W;0,0 W;0,0 °C
2025-04-03 04:53:52;75,0 °C;77,0 °C;75,0 °C;76,0 °C;78,0 °C;20,4 W;16,7 W;0,0 W;0,0 °C
2025-04-03 04:53:54;76,0 °C;74,0 °C;78,0 °C;77,0 °C;78,0 °C;22,5 W;18,7 W;0,0 W;0,0 °C
2025-04-03 04:53:56;72,0 °C;74,0 °C;76,0 °C;73,0 °C;77,0 °C;18,2 W;14,6 W;0,0 W;0,0 °C
2025-04-03 04:53:58;78,0 °C;79,0 °C;76,0 °C;77,0 °C;79,0 °C;23,6 W;19,6 W;0,0 W;0,0 °C
2025-04-03 04:54:00;72,0 °C;74,0 °C;73,0 °C;73,0 °C;76,0 °C;22,5 W;18,7 W;0,0 W;0,0 °C
2025-04-03 04:54:02;75,0 °C;79,0 °C;75,0 °C;76,0 °C;79,0 °C;19,4 W;15,7 W;0,0 W;0,0 °C
2025-04-03 04:54:04;77,0 °C;78,0 °C;77,0 °C;77,0 °C;78,0 °C;21,5 W;17,8 W;0,0 W;0,0 °C
2025-04-03 04:54:06;75,0 °C;74,0 °C;78,0 °C;73,0 °C;78,0 °C;21,2 W;17,4 W;0,0 W;0,0 °C
2025-04-03 04:54:08;70,0 °C;71,0 °C;69,0 °C;71,0 °C;71,0 °C;16,3 W;12,7 W;0,0 W;0,0 °C
2025-04-03 04:54:10;69,0 °C;71,0 °C;68,0 °C;72,0 °C;74,0 °C;17,5 W;13,8 W;0,0 W;0,0 °C
2025-04-03 04:54:12;78,0 °C;79,0 °C;78,0 °C;78,0 °C;79,0 °C;23,2 W;19,3 W;0,0 W;0,0 °C
2025-04-03 04:54:14;73,0 °C;74,0 °C;72,0 °C;73,0 °C;76,0 °C;21,8 W;18,0 W;0,0 W;0,0 °C
2025-04-03 04:54:16;73,0 °C;75,0 °C;72,0 °C;73,0 °C;76,0 °C;20,7 W;16,9 W;0,0 W;0,0 °C
2025-04-03 04:54:18;71,0 °C;72,0 °C;68,0 °C;71,0 °C;72,0 °C;18,6 W;14,9 W;0,0 W;0,0 °C
2025-04-03 04:54:20;74,0 °C;75,0 °C;77,0 °C;77,0 °C;77,0 °C;17,9 W;14,3 W;0,0 W;0,0 °C
2025-04-03 04:54:23;76,0 °C;78,0 °C;76,0 °C;76,0 °C;78,0 °C;21,4 W;17,7 W;0,0 W;0,0 °C
2025-04-03 04:54:25;76,0 °C;78,0 °C;71,0 °C;75,0 °C;78,0 °C;19,6 W;15,9 W;0,0 W;0,0 °C
2025-04-03 04:54:27;78,0 °C;79,0 °C;76,0 °C;77,0 °C;78,0 °C;22,7 W;18,9 W;0,0 W;0,0 °C
2025-04-03 04:54:29;72,0 °C;73,0 °C;70,0 °C;71,0 °C;73,0 °C;17,9 W;14,2 W;0,0 W;0,0 °C
2025-04-03 04:54:31;73,0 °C;75,0 °C;72,0 °C;73,0 °C;74,0 °C;13,7 W;10,2 W;0,0 W;0,0 °C
2025-04-03 04:54:33;77,0 °C;79,0 °C;76,0 °C;76,0 °C;80,0 °C;21,1 W;17,3 W;0,0 W;0,0 °C
2025-04-03 04:54:35;70,0 °C;74,0 °C;71,0 °C;72,0 °C;73,0 °C;22,7 W;18,8 W;0,0 W;0,0 °C
2025-04-03 04:54:37;77,0 °C;79,0 °C;76,0 °C;76,0 °C;79,0 °C;22,6 W;18,7 W;0,0 W;0,0 °C
2025-04-03 04:54:39;72,0 °C;72,0 °C;70,0 °C;72,0 °C;74,0 °C;22,7 W;18,8 W;0,0 W;0,0 °C
2025-04-03 04:54:41;72,0 °C;73,0 °C;70,0 °C;73,0 °C;75,0 °C;15,0 W;11,4 W;0,0 W;0,0 °C
2025-04-03 04:54:43;78,0 °C;78,0 °C;75,0 °C;77,0 °C;78,0 °C;21,2 W;17,3 W;0,0 W;0,0 °C
2025-04-03 04:54:45;70,0 °C;73,0 °C;70,0 °C;71,0 °C;73,0 °C;21,5 W;17,7 W;0,0 W;0,0 °C
2025-04-03 04:54:47;77,0 °C;79,0 °C;76,0 °C;77,0 °C;79,0 °C;22,9 W;19,0 W;0,0 W;0,0 °C
2025-04-03 04:54:49;77,0 °C;76,0 °C;73,0 °C;76,0 °C;77,0 °C;23,4 W;19,5 W;0,0 W;0,0 °C
2025-04-03 04:54:51;76,0 °C;79,0 °C;72,0 °C;75,0 °C;79,0 °C;18,4 W;14,8 W;0,0 W;0,0 °C
2025-04-03 04:54:53;73,0 °C;74,0 °C;74,0 °C;76,0 °C;77,0 °C;19,2 W;15,5 W;0,0 W;0,0 °C
2025-04-03 04:54:55;73,0 °C;76,0 °C;74,0 °C;73,0 °C;78,0 °C;25,4 W;21,4 W;0,0 W;0,0 °C
2025-04-03 04:54:57;75,0 °C;78,0 °C;77,0 °C;76,0 °C;78,0 °C;16,2 W;12,7 W;0,0 W;0,0 °C
2025-04-03 04:54:59;75,0 °C;77,0 °C;75,0 °C;79,0 °C;79,0 °C;22,2 W;18,4 W;0,0 W;0,0 °C
2025-04-03 04:55:01;74,0 °C;74,0 °C;74,0 °C;73,0 °C;76,0 °C;25,1 W;21,0 W;0,1 W;0,0 °C
2025-04-03 04:55:03;75,0 °C;78,0 °C;77,0 °C;76,0 °C;78,0 °C;19,1 W;15,5 W;0,0 W;0,0 °C
2025-04-03 04:55:05;76,0 °C;77,0 °C;76,0 °C;76,0 °C;77,0 °C;16,8 W;13,2 W;0,0 W;0,0 °C
2025-04-03 04:55:07;72,0 °C;73,0 °C;72,0 °C;72,0 °C;73,0 °C;21,4 W;17,7 W;0,0 W;0,0 °C
2025-04-03 04:55:09;74,0 °C;79,0 °C;73,0 °C;72,0 °C;80,0 °C;22,4 W;18,7 W;0,0 W;0,0 °C
2025-04-03 04:55:11;72,0 °C;73,0 °C;73,0 °C;72,0 °C;74,0 °C;19,1 W;15,6 W;0,0 W;0,0 °C
2025-04-03 04:55:13;73,0 °C;73,0 °C;73,0 °C;73,0 °C;73,0 °C;20,9 W;17,3 W;0,0 W;0,0 °C
2025-04-03 04:55:15;79,0 °C;78,0 °C;79,0 °C;74,0 °C;79,0 °C;21,6 W;17,9 W;0,0 W;0,0 °C
2025-04-03 04:55:17;75,0 °C;75,0 °C;74,0 °C;77,0 °C;77,0 °C;24,0 W;20,3 W;0,0 W;0,0 °C
2025-04-03 04:55:19;74,0 °C;79,0 °C;75,0 °C;75,0 °C;80,0 °C;24,6 W;20,8 W;0,0 W;0,0 °C
2025-04-03 04:55:21;77,0 °C;77,0 °C;76,0 °C;74,0 °C;78,0 °C;22,2 W;18,5 W;0,0 W;0,0 °C
2025-04-03 04:55:23;78,0 °C;79,0 °C;78,0 °C;79,0 °C;79,0 °C;22,7 W;19,0 W;0,0 W;0,0 °C
2025-04-03 04:55:25;78,0 °C;81,0 °C;80,0 °C;75,0 °C;81,0 °C;24,1 W;20,3 W;0,0 W;0,0 °C
2025-04-03 04:55:27;74,0 °C;78,0 °C;74,0 °C;75,0 °C;80,0 °C;23,0 W;19,3 W;0,0 W;0,0 °C
2025-04-03 04:55:29;77,0 °C;80,0 °C;77,0 °C;77,0 °C;79,0 °C;19,2 W;15,7 W;0,0 W;0,0 °C
2025-04-03 04:55:31;73,0 °C;75,0 °C;72,0 °C;72,0 °C;75,0 °C;17,6 W;14,0 W;0,0 W;0,0 °C
2025-04-03 04:55:33;76,0 °C;79,0 °C;77,0 °C;76,0 °C;79,0 °C;20,5 W;16,9 W;0,0 W;0,0 °C
2025-04-03 04:55:35;73,0 °C;75,0 °C;73,0 °C;74,0 °C;77,0 °C;20,3 W;16,7 W;0,0 W;0,0 °C
2025-04-03 04:55:37;75,0 °C;77,0 °C;75,0 °C;75,0 °C;79,0 °C;20,4 W;16,8 W;0,0 W;0,0 °C
2025-04-03 04:55:39;74,0 °C;74,0 °C;72,0 °C;74,0 °C;76,0 °C;21,2 W;17,5 W;0,0 W;0,0 °C
2025-04-03 04:55:41;78,0 °C;80,0 °C;79,0 °C;77,0 °C;80,0 °C;18,6 W;15,0 W;0,0 W;0,0 °C
2025-04-03 04:55:43;74,0 °C;77,0 °C;74,0 °C;75,0 °C;77,0 °C;19,1 W;15,4 W;0,0 W;0,0 °C
2025-04-03 04:55:45;78,0 °C;79,0 °C;76,0 °C;77,0 °C;79,0 °C;16,5 W;12,9 W;0,0 W;0,0 °C
2025-04-03 04:55:47;72,0 °C;73,0 °C;72,0 °C;77,0 °C;77,0 °C;18,1 W;14,5 W;0,0 W;0,0 °C
2025-04-03 04:55:49;72,0 °C;75,0 °C;73,0 °C;73,0 °C;76,0 °C;20,1 W;16,5 W;0,0 W;0,0 °C
2025-04-03 04:55:51;72,0 °C;73,0 °C;72,0 °C;72,0 °C;74,0 °C;20,0 W;16,4 W;0,0 W;0,0 °C
2025-04-03 04:55:53;74,0 °C;75,0 °C;72,0 °C;73,0 °C;77,0 °C;19,3 W;15,7 W;0,0 W;0,0 °C
2025-04-03 04:55:55;74,0 °C;78,0 °C;73,0 °C;74,0 °C;81,0 °C;19,2 W;15,6 W;0,0 W;0,0 °C
2025-04-03 04:55:57;74,0 °C;75,0 °C;71,0 °C;74,0 °C;75,0 °C;19,5 W;15,9 W;0,0 W;0,0 °C
2025-04-03 04:55:59;77,0 °C;79,0 °C;77,0 °C;77,0 °C;79,0 °C;22,4 W;18,8 W;0,0 W;0,0 °C
2025-04-03 04:56:01;76,0 °C;78,0 °C;76,0 °C;76,0 °C;78,0 °C;19,9 W;16,3 W;0,0 W;0,0 °C
2025-04-03 04:56:03;74,0 °C;77,0 °C;73,0 °C;76,0 °C;77,0 °C;18,2 W;14,7 W;0,0 W;0,0 °C
2025-04-03 04:56:05;74,0 °C;77,0 °C;73,0 °C;74,0 °C;79,0 °C;21,1 W;17,4 W;0,0 W;0,0 °C
2025-04-03 04:56:07;76,0 °C;75,0 °C;73,0 °C;74,0 °C;77,0 °C;19,9 W;16,3 W;0,0 W;0,0 °C
2025-04-03 04:56:09;73,0 °C;74,0 °C;72,0 °C;74,0 °C;76,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 04:56:11;74,0 °C;74,0 °C;72,0 °C;73,0 °C;74,0 °C;19,1 W;15,5 W;0,0 W;0,0 °C
2025-04-03 04:56:13;76,0 °C;75,0 °C;74,0 °C;75,0 °C;77,0 °C;21,4 W;17,8 W;0,0 W;0,0 °C
2025-04-03 04:56:15;74,0 °C;75,0 °C;71,0 °C;77,0 °C;77,0 °C;19,0 W;15,4 W;0,0 W;0,0 °C
2025-04-03 04:56:17;73,0 °C;74,0 °C;72,0 °C;73,0 °C;74,0 °C;19,0 W;15,4 W;0,0 W;0,0 °C
2025-04-03 04:56:19;73,0 °C;74,0 °C;72,0 °C;72,0 °C;74,0 °C;18,0 W;14,4 W;0,0 W;0,0 °C
2025-04-03 04:56:21;79,0 °C;78,0 °C;76,0 °C;76,0 °C;79,0 °C;20,3 W;16,6 W;0,0 W;0,0 °C
2025-04-03 04:56:23;74,0 °C;77,0 °C;78,0 °C;75,0 °C;78,0 °C;20,8 W;17,1 W;0,0 W;0,0 °C
2025-04-03 04:56:25;74,0 °C;75,0 °C;72,0 °C;73,0 °C;76,0 °C;18,6 W;15,0 W;0,0 W;0,0 °C
2025-04-03 04:56:27;78,0 °C;80,0 °C;77,0 °C;78,0 °C;80,0 °C;16,6 W;13,0 W;0,0 W;0,0 °C
2025-04-03 04:56:29;74,0 °C;75,0 °C;73,0 °C;74,0 °C;77,0 °C;19,2 W;15,5 W;0,0 W;0,0 °C
2025-04-03 04:56:32;74,0 °C;76,0 °C;77,0 °C;74,0 °C;79,0 °C;17,6 W;14,0 W;0,0 W;0,0 °C
2025-04-03 04:56:34;73,0 °C;75,0 °C;73,0 °C;78,0 °C;78,0 °C;20,1 W;16,5 W;0,0 W;0,0 °C
2025-04-03 04:56:36;74,0 °C;75,0 °C;74,0 °C;74,0 °C;75,0 °C;19,2 W;15,6 W;0,0 W;0,0 °C
2025-04-03 04:56:38;77,0 °C;78,0 °C;77,0 °C;76,0 °C;78,0 °C;16,7 W;13,2 W;0,0 W;0,0 °C
2025-04-03 04:56:40;79,0 °C;79,0 °C;79,0 °C;76,0 °C;79,0 °C;19,9 W;16,2 W;0,0 W;0,0 °C
2025-04-03 04:56:42;75,0 °C;77,0 °C;78,0 °C;74,0 °C;79,0 °C;18,4 W;14,8 W;0,0 W;0,0 °C
2025-04-03 04:56:44;78,0 °C;80,0 °C;78,0 °C;78,0 °C;79,0 °C;16,3 W;12,8 W;0,0 W;0,0 °C
2025-04-03 04:56:46;74,0 °C;76,0 °C;73,0 °C;73,0 °C;76,0 °C;16,9 W;13,3 W;0,0 W;0,0 °C
2025-04-03 04:56:48;73,0 °C;75,0 °C;71,0 °C;73,0 °C;76,0 °C;14,9 W;11,4 W;0,0 W;0,0 °C
2025-04-03 04:56:50;78,0 °C;80,0 °C;80,0 °C;77,0 °C;80,0 °C;18,0 W;14,3 W;0,0 W;0,0 °C
2025-04-03 04:56:52;74,0 °C;76,0 °C;73,0 °C;73,0 °C;76,0 °C;17,9 W;14,3 W;0,0 W;0,0 °C
2025-04-03 04:56:54;79,0 °C;80,0 °C;77,0 °C;78,0 °C;80,0 °C;18,5 W;14,8 W;0,0 W;0,0 °C
2025-04-03 04:56:56;74,0 °C;74,0 °C;73,0 °C;74,0 °C;75,0 °C;16,7 W;13,1 W;0,0 W;0,0 °C
2025-04-03 04:56:58;73,0 °C;75,0 °C;72,0 °C;78,0 °C;78,0 °C;16,7 W;13,1 W;0,0 W;0,0 °C
2025-04-03 04:57:00;73,0 °C;80,0 °C;76,0 °C;77,0 °C;80,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 04:57:02;78,0 °C;79,0 °C;77,0 °C;77,0 °C;79,0 °C;20,6 W;17,0 W;0,0 W;0,0 °C
2025-04-03 04:57:04;73,0 °C;75,0 °C;71,0 °C;72,0 °C;78,0 °C;20,0 W;16,3 W;0,0 W;0,0 °C
2025-04-03 04:57:06;77,0 °C;79,0 °C;77,0 °C;77,0 °C;79,0 °C;19,6 W;15,9 W;0,0 W;0,0 °C
2025-04-03 04:57:08;78,0 °C;78,0 °C;76,0 °C;75,0 °C;78,0 °C;18,3 W;14,8 W;0,0 W;0,0 °C
2025-04-03 04:57:10;76,0 °C;76,0 °C;72,0 °C;74,0 °C;76,0 °C;18,9 W;15,2 W;0,0 W;0,0 °C
2025-04-03 04:57:12;76,0 °C;76,0 °C;73,0 °C;74,0 °C;76,0 °C;21,3 W;17,7 W;0,0 W;0,0 °C
2025-04-03 04:57:14;75,0 °C;76,0 °C;75,0 °C;75,0 °C;78,0 °C;17,9 W;14,3 W;0,0 W;0,0 °C
2025-04-03 04:57:16;79,0 °C;79,0 °C;76,0 °C;78,0 °C;79,0 °C;16,2 W;12,6 W;0,0 W;0,0 °C
2025-04-03 04:57:18;75,0 °C;77,0 °C;78,0 °C;74,0 °C;79,0 °C;17,8 W;14,2 W;0,0 W;0,0 °C
2025-04-03 04:57:20;77,0 °C;76,0 °C;76,0 °C;79,0 °C;79,0 °C;18,4 W;14,8 W;0,0 W;0,0 °C
2025-04-03 04:57:22;75,0 °C;75,0 °C;78,0 °C;78,0 °C;79,0 °C;19,4 W;15,8 W;0,0 W;0,0 °C
2025-04-03 04:57:24;78,0 °C;80,0 °C;78,0 °C;77,0 °C;80,0 °C;16,3 W;12,7 W;0,0 W;0,0 °C
2025-04-03 04:57:26;78,0 °C;80,0 °C;78,0 °C;79,0 °C;80,0 °C;21,9 W;18,2 W;0,0 W;0,0 °C
2025-04-03 04:57:28;72,0 °C;74,0 °C;71,0 °C;73,0 °C;74,0 °C;17,8 W;14,2 W;0,0 W;0,0 °C
2025-04-03 04:57:30;74,0 °C;75,0 °C;72,0 °C;73,0 °C;75,0 °C;19,6 W;16,0 W;0,0 W;0,0 °C
2025-04-03 04:57:32;74,0 °C;76,0 °C;72,0 °C;74,0 °C;77,0 °C;18,0 W;14,4 W;0,0 W;0,0 °C
2025-04-03 04:57:34;77,0 °C;79,0 °C;76,0 °C;78,0 °C;79,0 °C;17,0 W;13,4 W;0,0 W;0,0 °C
2025-04-03 04:57:36;75,0 °C;75,0 °C;75,0 °C;75,0 °C;77,0 °C;19,7 W;16,0 W;0,0 W;0,0 °C
2025-04-03 04:57:38;74,0 °C;76,0 °C;72,0 °C;75,0 °C;76,0 °C;16,5 W;12,9 W;0,0 W;0,0 °C
2025-04-03 04:57:40;77,0 °C;76,0 °C;75,0 °C;75,0 °C;78,0 °C;18,2 W;14,6 W;0,0 W;0,0 °C
2025-04-03 04:57:42;74,0 °C;75,0 °C;72,0 °C;73,0 °C;76,0 °C;16,4 W;12,8 W;0,0 W;0,0 °C
2025-04-03 04:57:44;77,0 °C;80,0 °C;78,0 °C;79,0 °C;80,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 04:57:46;78,0 °C;80,0 °C;77,0 °C;79,0 °C;80,0 °C;18,0 W;14,5 W;0,0 W;0,0 °C
2025-04-03 04:57:48;74,0 °C;76,0 °C;73,0 °C;75,0 °C;77,0 °C;20,8 W;17,1 W;0,0 W;0,0 °C
2025-04-03 04:57:50;75,0 °C;80,0 °C;78,0 °C;79,0 °C;80,0 °C;19,9 W;16,3 W;0,0 W;0,0 °C
2025-04-03 04:57:52;72,0 °C;75,0 °C;71,0 °C;73,0 °C;75,0 °C;18,4 W;14,9 W;0,0 W;0,0 °C
2025-04-03 04:57:54;75,0 °C;76,0 °C;73,0 °C;75,0 °C;77,0 °C;21,1 W;17,5 W;0,0 W;0,0 °C
2025-04-03 04:57:56;79,0 °C;80,0 °C;77,0 °C;77,0 °C;80,0 °C;20,2 W;16,6 W;0,0 W;0,0 °C
2025-04-03 04:57:58;73,0 °C;75,0 °C;71,0 °C;72,0 °C;75,0 °C;18,6 W;15,0 W;0,0 W;0,0 °C
2025-04-03 04:58:00;78,0 °C;81,0 °C;78,0 °C;79,0 °C;81,0 °C;21,0 W;17,3 W;0,0 W;0,0 °C
2025-04-03 04:58:02;74,0 °C;76,0 °C;74,0 °C;74,0 °C;76,0 °C;17,9 W;14,3 W;0,0 W;0,0 °C
2025-04-03 04:58:04;73,0 °C;74,0 °C;71,0 °C;73,0 °C;76,0 °C;15,7 W;12,1 W;0,0 W;0,0 °C
2025-04-03 04:58:06;75,0 °C;79,0 °C;73,0 °C;75,0 °C;80,0 °C;20,6 W;16,9 W;0,0 W;0,0 °C
2025-04-03 04:58:08;75,0 °C;82,0 °C;75,0 °C;78,0 °C;82,0 °C;19,6 W;16,0 W;0,0 W;0,0 °C
2025-04-03 04:58:11;73,0 °C;75,0 °C;72,0 °C;72,0 °C;75,0 °C;16,4 W;12,7 W;0,0 W;0,0 °C
2025-04-03 04:58:13;74,0 °C;77,0 °C;73,0 °C;75,0 °C;77,0 °C;13,7 W;10,1 W;0,0 W;0,0 °C
2025-04-03 04:58:15;75,0 °C;80,0 °C;78,0 °C;78,0 °C;80,0 °C;18,8 W;15,2 W;0,0 W;0,0 °C
2025-04-03 04:58:17;79,0 °C;79,0 °C;76,0 °C;77,0 °C;79,0 °C;20,1 W;16,6 W;0,0 W;0,0 °C
2025-04-03 04:58:19;79,0 °C;80,0 °C;72,0 °C;74,0 °C;80,0 °C;17,0 W;13,4 W;0,0 W;0,0 °C
2025-04-03 04:58:21;79,0 °C;77,0 °C;73,0 °C;76,0 °C;79,0 °C;18,6 W;15,0 W;0,0 W;0,0 °C
2025-04-03 04:58:23;75,0 °C;76,0 °C;74,0 °C;77,0 °C;77,0 °C;20,8 W;17,1 W;0,0 W;0,0 °C
2025-04-03 04:58:25;79,0 °C;81,0 °C;75,0 °C;79,0 °C;81,0 °C;20,1 W;16,5 W;0,0 W;0,0 °C
2025-04-03 04:58:27;73,0 °C;75,0 °C;72,0 °C;73,0 °C;76,0 °C;18,7 W;15,0 W;0,0 W;0,0 °C
2025-04-03 04:58:29;75,0 °C;76,0 °C;74,0 °C;74,0 °C;78,0 °C;18,2 W;14,6 W;0,0 W;0,0 °C
2025-04-03 04:58:31;78,0 °C;80,0 °C;78,0 °C;79,0 °C;80,0 °C;19,3 W;15,7 W;0,0 W;0,0 °C
2025-04-03 04:58:33;74,0 °C;75,0 °C;72,0 °C;73,0 °C;76,0 °C;18,4 W;14,7 W;0,0 W;0,0 °C
2025-04-03 04:58:35;74,0 °C;76,0 °C;74,0 °C;74,0 °C;78,0 °C;20,4 W;16,8 W;0,0 W;0,0 °C
2025-04-03 04:58:37;80,0 °C;82,0 °C;76,0 °C;75,0 °C;80,0 °C;20,6 W;16,9 W;0,0 W;0,0 °C
2025-04-03 04:58:39;79,0 °C;80,0 °C;78,0 °C;77,0 °C;80,0 °C;20,1 W;16,5 W;0,0 W;0,0 °C
2025-04-03 04:58:41;75,0 °C;76,0 °C;73,0 °C;75,0 °C;77,0 °C;20,0 W;16,4 W;0,0 W;0,0 °C
2025-04-03 04:58:43;75,0 °C;76,0 °C;79,0 °C;79,0 °C;79,0 °C;17,2 W;13,6 W;0,0 W;0,0 °C
2025-04-03 04:58:45;77,0 °C;79,0 °C;74,0 °C;77,0 °C;80,0 °C;21,4 W;17,8 W;0,0 W;0,0 °C
2025-04-03 04:58:47;77,0 °C;80,0 °C;78,0 °C;78,0 °C;80,0 °C;21,1 W;17,5 W;0,0 W;0,0 °C
2025-04-03 04:58:49;78,0 °C;81,0 °C;81,0 °C;78,0 °C;81,0 °C;18,5 W;14,9 W;0,0 W;0,0 °C
2025-04-03 04:58:51;74,0 °C;74,0 °C;71,0 °C;73,0 °C;74,0 °C;12,8 W;9,2 W;0,0 W;0,0 °C
2025-04-03 04:58:53;74,0 °C;75,0 °C;73,0 °C;73,0 °C;76,0 °C;19,3 W;15,8 W;0,0 W;0,0 °C
2025-04-03 04:58:55;78,0 °C;79,0 °C;78,0 °C;78,0 °C;79,0 °C;20,7 W;17,0 W;0,0 W;0,0 °C
2025-04-03 04:58:57;79,0 °C;81,0 °C;79,0 °C;79,0 °C;81,0 °C;20,7 W;17,1 W;0,0 W;0,0 °C
2025-04-03 04:58:59;76,0 °C;76,0 °C;74,0 °C;75,0 °C;77,0 °C;17,1 W;13,5 W;0,0 W;0,0 °C
