Timestamp;CPU Core #1;CPU Core #2;CPU Core #3;CPU Core #4;CPU Package;CPU Package Power;CPU Cores Power;CPU Graphics Power;GPU Core
2025-03-31 09:42:33;76,0 °C;80,0 °C;79,0 °C;75,0 °C;80,0 °C;21,4 W;16,7 W;0,5 W;0,0 °C
2025-03-31 09:42:36;77,0 °C;80,0 °C;80,0 °C;77,0 °C;80,0 °C;21,2 W;16,5 W;0,5 W;0,0 °C
2025-03-31 09:42:39;77,0 °C;80,0 °C;80,0 °C;77,0 °C;80,0 °C;22,2 W;17,6 W;0,4 W;0,0 °C
2025-03-31 09:42:42;73,0 °C;75,0 °C;74,0 °C;73,0 °C;75,0 °C;18,4 W;13,8 W;0,4 W;0,0 °C
2025-03-31 09:42:45;74,0 °C;76,0 °C;74,0 °C;73,0 °C;76,0 °C;18,8 W;14,0 W;0,6 W;0,0 °C
2025-03-31 09:42:48;75,0 °C;76,0 °C;76,0 °C;73,0 °C;76,0 °C;18,7 W;13,9 W;0,1 W;72,0 °C
2025-03-31 09:42:51;74,0 °C;76,0 °C;76,0 °C;74,0 °C;76,0 °C;18,2 W;13,8 W;0,2 W;0,0 °C
2025-03-31 09:42:54;74,0 °C;76,0 °C;74,0 °C;74,0 °C;76,0 °C;18,3 W;13,8 W;0,4 W;0,0 °C
2025-03-31 09:42:57;78,0 °C;80,0 °C;80,0 °C;78,0 °C;80,0 °C;24,2 W;20,0 W;0,0 W;0,0 °C
2025-03-31 09:43:00;78,0 °C;81,0 °C;81,0 °C;78,0 °C;81,0 °C;24,5 W;20,4 W;0,0 W;0,0 °C
2025-03-31 09:43:03;79,0 °C;81,0 °C;81,0 °C;79,0 °C;81,0 °C;25,0 W;20,8 W;0,0 W;0,0 °C
2025-03-31 09:43:06;74,0 °C;77,0 °C;75,0 °C;73,0 °C;77,0 °C;18,0 W;13,9 W;0,0 W;0,0 °C
2025-03-31 09:43:09;79,0 °C;82,0 °C;81,0 °C;78,0 °C;82,0 °C;26,4 W;21,0 W;1,2 W;0,0 °C
2025-03-31 09:43:12;76,0 °C;76,0 °C;76,0 °C;74,0 °C;76,0 °C;18,4 W;13,7 W;0,5 W;0,0 °C
2025-03-31 09:43:15;75,0 °C;76,0 °C;74,0 °C;73,0 °C;76,0 °C;18,6 W;13,7 W;0,6 W;0,0 °C
2025-03-31 09:43:19;75,0 °C;76,0 °C;74,0 °C;73,0 °C;76,0 °C;18,6 W;13,6 W;0,7 W;0,0 °C
2025-03-31 09:43:22;74,0 °C;77,0 °C;75,0 °C;73,0 °C;77,0 °C;18,0 W;13,8 W;0,0 W;0,0 °C
2025-03-31 09:43:25;75,0 °C;76,0 °C;74,0 °C;73,0 °C;76,0 °C;18,0 W;13,8 W;0,1 W;0,0 °C
2025-03-31 09:43:28;74,0 °C;76,0 °C;74,0 °C;73,0 °C;76,0 °C;18,1 W;13,9 W;0,0 W;0,0 °C
2025-03-31 09:43:31;75,0 °C;75,0 °C;75,0 °C;73,0 °C;75,0 °C;18,1 W;13,9 W;0,0 W;0,0 °C
2025-03-31 09:43:34;73,0 °C;76,0 °C;75,0 °C;73,0 °C;76,0 °C;18,3 W;13,8 W;0,3 W;0,0 °C
2025-03-31 09:43:37;74,0 °C;75,0 °C;75,0 °C;74,0 °C;75,0 °C;19,8 W;14,8 W;0,8 W;0,0 °C
2025-03-31 09:43:40;74,0 °C;77,0 °C;76,0 °C;74,0 °C;77,0 °C;18,1 W;13,9 W;0,0 W;0,0 °C
2025-03-31 09:43:43;75,0 °C;77,0 °C;75,0 °C;73,0 °C;77,0 °C;18,1 W;13,9 W;0,0 W;0,0 °C
