Timestamp,CPU Temperature (°C),Power (W),CPU Usage (%),Memory Usage (%),Relative Time (s),Mode,Attack Type,Attack,Host,Measurement,Run
00:00:00.000,48.9,2.1,12,11,0.0,Idle,Ransomware,Petya,Windows 10 VM,Prometheus,1
00:05:00.000,71.8,4.6,97,69,300.0,Attack,Ransomware,Petya,Windows 10 VM,Prometheus,1
00:10:00.000,54.1,2.4,19,15,600.0,Recovery,Ransomware,Petya,Windows 10 VM,Prometheus,1
